name,type,period,lat,lon,source,osm_id,accuracy_level,discovery_year,notes,wikipedia,wikidata
Candi tanpa nama VI,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi tanpa nama VII,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Batu Jolang,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Batu Terbang,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Arca Fragmen,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Arca Joko Dolog,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Bacem,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Arca Ganesha Boro,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Kalicilik,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Kotes,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Wringin Branjang,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Sawentar,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Sumbernanas,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Simping,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Kompleks Percandian Penataran,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Angka Tahun,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Naga,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Induk Penataran,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Kolam Candi Penataran,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Pemandian Penataran,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Gambar Wetan,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Plumbangan,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Tepas,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Selo Tumpuk,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Sumber Agung,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Sirah Kencong,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Tapan,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Situs Jeding,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Mleri,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Rambut Monte,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Situs Bale Kambang,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Kedaton,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Jabung,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Gayatri,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Dadi,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Meja,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Cungkup,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Selomangleng,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Penampihan,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Mirigambar,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Ngampel,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Ngampel,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Brongkah,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Sadon,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Dewi Sri,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Pari,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Sumur,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Medalem,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Wangkal,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Pamotan I dan II,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Dermo,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Tawangalun,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Gedhong Putri,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Gelisah,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Kunir,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Situs Candi Burung,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Deres,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Situs Altar Raja Dharmawangsa,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Situs Kayangan Api,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Kepuh Klagen,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Wonorejo,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Pendem Ngawi,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Kalibukbuk,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Gunung Kawi,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Situs Goa Gajah,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Agung,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Laras,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Situs Pematang Bata,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Tanjungpura,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Arca Buddha Kota Bangun,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Situs Goa Gunung Kombeng,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Kompleks Candi Dieng,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Situs di kaki Gunung Penanggungan,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Pura Bukit Dharma Durga Kutri,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Pura Tulukbiyu,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi di Indonesia,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Situs arkeologi di Indonesia,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
2Candi,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
3Pura,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
5Indonesian Hindu Temples outside the country,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Candi,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Pura,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Candi Prambanan,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Candi Ijo,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Candi Barong,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Candi Sambisari,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Candi Kedulan,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Candi Gebang,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Candi Kimpulan,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Candi Gedong Songo,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Candi Gunung Wukir,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Candi Merak,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Candi Dieng,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Candi Sukuh,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Candi Cetho,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Candi Penataran,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Candi Jawi,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Candi Kidal,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Candi Singhasari,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Candi Surawana,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Candi Jago,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Candi Bajang Ratu,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Candi Cangkuang,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Candi Bojongmenje,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Candi Gunung Kawi,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Pura Besakih,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Pura Ulun Danu Bratan,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Pura Luhur Ulu Watu,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Pura Kehen,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Pura Ulun Danu Batur,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Pura Pancering Jagat,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Pura Jagadnatha,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
