site_id,name,lat,lon,label,class,category,source,notes
OSM38,Candi Gambar Wetan,-7.9680444,112.2388364,soft_positive,1,archaeology,east_java_sites.geojson,
OSM39,Situs Umpak Balekambang,-8.0143318,112.2227457,soft_positive,1,archaeology,east_java_sites.geojson,
OSM40,Candi Wringin Branjang,-8.0027503,112.2817723,soft_positive,1,archaeology,east_java_sites.geojson,
OSM41,Situs Gadungan,-8.0000331,112.2816472,soft_positive,1,archaeology,east_java_sites.geojson,
OSM42,Candi Brahu,-7.5429066,112.3743651,soft_positive,1,archaeology,east_java_sites.geojson,
OSM43,Candi Gentong,-7.5435102,112.3780875,soft_positive,1,archaeology,east_java_sites.geojson,
OSM44,Candi Wringin Lawang,-7.5418917,112.3909426,soft_positive,1,archaeology,east_java_sites.geojson,
WIKI0002,Candi Jago,-8.00579,112.76405,soft_positive,1,kuil,Wikidata SPARQL (Q12091291),
OSM46,Kompleks Candi Sumberawan,-7.8553516,112.6448151,soft_positive,1,archaeology,east_java_sites.geojson,
OSM47,Candi Pari,-7.5161315,112.6834255,soft_positive,1,archaeology,east_java_sites.geojson,
OSM48,Situs Watu Gong,-7.9388986,112.5975542,soft_positive,1,archaeology,east_java_sites.geojson,
OSM49,Candi Cetho,-7.5957362,111.1581311,soft_positive,1,archaeology,east_java_sites.geojson,
OSM50,Candi Menak Jinggo,-7.5583872,112.3865115,soft_positive,1,archaeology,east_java_sites.geojson,
OSM51,Situs Kumitir,-7.5707338,112.4117737,soft_positive,1,archaeology,east_java_sites.geojson,
OSM52,Situs Genting,-7.5714269,112.5898064,soft_positive,1,archaeology,east_java_sites.geojson,
OSM53,Candi Bangkal,-7.543221,112.6355351,soft_positive,1,archaeology,east_java_sites.geojson,
OSM54,Situs Tarik Raden Wijaya Majapahit,-7.4527626,112.4827118,soft_positive,1,archaeology,east_java_sites.geojson,
OSM55,Candi Petirtaan Belahan,-7.6075228,112.6513504,soft_positive,1,archaeology,east_java_sites.geojson,
OSM56,Situs Candi Terung,-7.3947721,112.6203456,soft_positive,1,archaeology,east_java_sites.geojson,
OSM57,Candi Kesiman,-7.6504231,112.5299286,soft_positive,1,archaeology,east_java_sites.geojson,
OSM58,Situs Gapura Majapahit,-7.4274762,112.3593053,soft_positive,1,archaeology,east_java_sites.geojson,
OSM59,Candi Patakan,-7.2836656,112.2565327,soft_positive,1,archaeology,east_java_sites.geojson,
OSM60,Prasasti Cunggrang,-7.5798158,112.6849627,soft_positive,1,archaeology,east_java_sites.geojson,
OSM61,Situs Petirtaan Brumbung,-7.799256,112.2885931,soft_positive,1,archaeology,east_java_sites.geojson,
OSM62,Candi Surowono,-7.7464638,112.2180204,soft_positive,1,archaeology,east_java_sites.geojson,
OSM63,Candi Tegowangi,-7.7347204,112.1611752,soft_positive,1,archaeology,east_java_sites.geojson,
OSM64,Situs Petirtaan Sumberbeji,-7.6658053,112.2562369,soft_positive,1,archaeology,east_java_sites.geojson,
OSM65,Situs Gua Selomangleng,-7.8072612,111.9729852,soft_positive,1,archaeology,east_java_sites.geojson,
OSM66,Situs Arca Totok Kerot,-7.7979459,112.0701523,soft_positive,1,archaeology,east_java_sites.geojson,
OSM67,Situs Candi Tondowongso,-7.7905516,112.1422892,soft_positive,1,archaeology,east_java_sites.geojson,
OSM68,Candi Mirigambar,-8.1341345,111.9759543,soft_positive,1,archaeology,east_java_sites.geojson,
WIKI0003,Candi Penataran,-8.01611111,112.20916667,soft_positive,1,situs_arkeologi,Wikidata SPARQL (Q2491478),
OSM70,Situs Candi Gempur Adan-Adan,-7.769902,112.1171099,soft_positive,1,archaeology,east_java_sites.geojson,
OSM71,Situs Watu Umpak Grobogon,-7.6011296,112.3480411,soft_positive,1,archaeology,east_java_sites.geojson,
OSM72,Situs Kedaton Jombang,-7.6346011,112.2532318,soft_positive,1,archaeology,east_java_sites.geojson,
OSM73,Candi Ngetos,-7.6935104,111.8424528,soft_positive,1,archaeology,east_java_sites.geojson,
OSM74,Situs Dam Pipo,-7.78122,112.2578354,soft_positive,1,archaeology,east_java_sites.geojson,
OSM75,Situs Watu Gilang Pujon,-7.8289325,112.4220203,soft_positive,1,archaeology,east_java_sites.geojson,
OSM76,Situs Candi Ganter,-7.8271272,112.3939101,soft_positive,1,archaeology,east_java_sites.geojson,
OSM77,Situs Sendang Made,-7.4030121,112.3122484,soft_positive,1,archaeology,east_java_sites.geojson,
OSM78,Situs Makam Gunung Ratu,-7.2640867,112.2370884,soft_positive,1,archaeology,east_java_sites.geojson,
OSM79,Prasasti Gurit,-7.403138,112.2881247,soft_positive,1,archaeology,east_java_sites.geojson,
OSM80,Prasasti Sumbersari,-7.2892372,112.235266,soft_positive,1,archaeology,east_java_sites.geojson,
OSM81,Candi Situsumpak,-7.5406294,112.4025429,soft_positive,1,archaeology,east_java_sites.geojson,
OSM82,Situs Yoni Lebak Jabung,-7.619221,112.4114903,soft_positive,1,archaeology,east_java_sites.geojson,
OSM83,Candi Kedaton,-7.5704583,112.3796406,soft_positive,1,archaeology,east_java_sites.geojson,
OSM85,Situs Siti Hinggil,-7.5503366,112.3692731,soft_positive,1,archaeology,east_java_sites.geojson,
OSM86,candi jawar,-8.1680934,112.8953201,soft_positive,1,archaeology,east_java_sites.geojson,
OSM87,Cagar Budaya Candi Pendem,-7.497183,111.2241471,soft_positive,1,archaeology,east_java_sites.geojson,
OSM88,Candi Songgoriti,-7.8672218,112.4927191,soft_positive,1,archaeology,east_java_sites.geojson,
WIKI0001,Candi Badut,-7.95776,112.59857,excluded_dup_hard_pos,0,situs_arkeologi,Wikidata SPARQL (Q3517536),
WIKI0005,Candi Sumberawan,-7.85722,112.652,soft_positive,1,kuil,Wikidata SPARQL (Q11124430),
WIKI0016,Situs Menggung,-7.67177,111.13019,soft_positive,1,situs_arkeologi,Wikidata SPARQL (Q97219273),
WIKI0017,Situs Plangatan,-7.63508,111.13254,soft_positive,1,situs_arkeologi,Wikidata SPARQL (Q106309212),
OSM93,Candi Satu,-8.4078258,114.1649588,soft_positive,1,archaeology,east_java_sites.geojson,
OSM94,Candi Jepara,-6.5245208,110.7752538,soft_positive,1,archaeology,east_java_sites.geojson,
OSM95,Candi Borobudur,-8.2011378,111.088786,soft_positive,1,archaeology,east_java_sites.geojson,
OSM96,Candi Mendut,-7.9405761,112.6271802,soft_positive,1,archaeology,east_java_sites.geojson,
OSM98,Candi Prambanan,-8.1992747,111.0914972,soft_positive,1,archaeology,east_java_sites.geojson,
OSM99,Candi Plaosan,-8.2182728,114.3671726,soft_positive,1,archaeology,east_java_sites.geojson,
OSM100,Candi Plaosan Kidul,-7.7426813,110.5047479,soft_positive,1,archaeology,east_java_sites.geojson,
OSM101,Candi Sewu,-7.940663,112.6343583,soft_positive,1,archaeology,east_java_sites.geojson,
WIKI0004,Candi Sukuh,-7.6274,111.13118,soft_positive,1,kuil,Wikidata SPARQL (Q3101506),
OSM106,Candi Arjuna,-7.8767471,112.6705275,soft_positive,1,archaeology,east_java_sites.geojson,
OSM107,Candi Bima,-7.9435133,112.6349423,soft_positive,1,archaeology,east_java_sites.geojson,
OSM109,Candi Bubrah (Jepara),-6.6034772,110.8649112,soft_positive,1,archaeology,east_java_sites.geojson,
OSM111,Candi Kalasan,-7.9423387,112.6396959,soft_positive,1,archaeology,east_java_sites.geojson,
OSM112,Candi Ratu Boko,-7.7710173,110.5040988,soft_positive,1,archaeology,east_java_sites.geojson,
OSM113,Candi Sari,-7.9418671,112.6317556,soft_positive,1,archaeology,east_java_sites.geojson,
OSM114,Candi Ijo,-7.7837641,110.5114895,soft_positive,1,archaeology,east_java_sites.geojson,
OSM118,Candi Kidal,-8.0258439,112.7091054,soft_positive,1,archaeology,east_java_sites.geojson,
OSM119,Candi Singosari,-7.8877437,112.6639091,soft_positive,1,archaeology,east_java_sites.geojson,
OSM125,Candi Lor,-8.1796471,113.0723519,soft_positive,1,archaeology,east_java_sites.geojson,
OSM150,Candi Baru,-7.2716198,112.664791,soft_positive,1,archaeology,east_java_sites.geojson,
OSM164,Candi Deres,-8.2989723,113.4190438,soft_positive,1,archaeology,east_java_sites.geojson,
OSM167,Candi Agung,-8.396529,114.1601135,soft_positive,1,archaeology,east_java_sites.geojson,
OSM168,Candi,-7.4853909,112.726104,soft_positive,1,archaeology,east_java_sites.geojson,
WIKI0009,Kolam Segaran,-7.558,112.3829,soft_positive,1,situs_arkeologi,Wikidata SPARQL (Q25259415),
WIKI0019,Trinil,-7.3743,111.3578,soft_positive,1,situs_arkeologi,Wikidata SPARQL (Q1318724),
WIKI0020,Trowulan,-7.55,112.366667,soft_positive,1,situs_arkeologi,Wikidata SPARQL (Q962410),
HN001,Ctrl_plain_north,-7.45,112.6,hard_negative,-2,control,E189,"Agricultural plain, no known archaeology"
HN002,Ctrl_slope_south,-8.15,112.7,hard_negative,-2,control,E189,"Volcanic slope, no known archaeology"
HN003,Ctrl_plain_east,-7.85,113.0,hard_negative,-2,control,E189,Alluvial plain east
HN004,Ctrl_slope_north,-7.6,112.45,hard_negative,-2,control,E189,Volcanic slope north
HN005,Ctrl_plain_west,-7.9,112.15,hard_negative,-2,control,E189,Alluvial plain west
RN0001,RandomNeg_0001,-7.0456622844721375,105.25010755222667,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0002,RandomNeg_0002,-8.102414976729554,107.23210738148823,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0003,RandomNeg_0003,-6.764233478924364,111.76699487422911,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0004,RandomNeg_0004,-6.312679253655949,105.86938832629416,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0005,RandomNeg_0005,-7.676426722912716,105.2979721943807,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0006,RandomNeg_0006,-8.26594987306955,110.05355288103362,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0007,RandomNeg_0007,-8.823045687916796,106.98837650686649,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0008,RandomNeg_0008,-7.015335130439382,110.44941480603217,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0009,RandomNeg_0009,-8.26072219608198,110.89265683875908,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0010,RandomNeg_0010,-6.552651675634303,105.06498759678061,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0011,RandomNeg_0011,-6.563124169684857,111.98139394988227,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0012,RandomNeg_0012,-7.913273502097824,106.55479499811781,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0013,RandomNeg_0013,-6.124082090600334,108.36594545112627,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0014,RandomNeg_0014,-8.631037054197572,105.96716376833464,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0015,RandomNeg_0015,-6.4422663375923666,111.03726031366891,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0016,RandomNeg_0016,-6.5593280075042975,112.29731786693817,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0017,RandomNeg_0017,-6.494726473666315,111.18519752364246,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0018,RandomNeg_0018,-6.4010499890987465,110.77352145256762,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0019,RandomNeg_0019,-6.856741674976722,105.45824383655662,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0020,RandomNeg_0020,-8.239095000610515,107.89387963602107,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0021,RandomNeg_0021,-8.668603266921481,107.3279088636103,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0022,RandomNeg_0022,-8.607095854711785,107.77973603110092,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0023,RandomNeg_0023,-7.05651511163324,108.64832178970084,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0024,RandomNeg_0024,-7.8264751953610405,107.09507030771488,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0025,RandomNeg_0025,-8.125764316057571,114.36654587712493,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0026,RandomNeg_0026,-7.020697382784879,111.09131005666988,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0027,RandomNeg_0027,-8.403697920225518,112.29126797950349,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0028,RandomNeg_0028,-8.426132768090408,108.79455441757648,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0029,RandomNeg_0029,-6.030382283153873,111.39999759854093,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0030,RandomNeg_0030,-7.284845743053526,111.84614250989874,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0031,RandomNeg_0031,-6.455729431449552,112.75999911546245,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0032,RandomNeg_0032,-8.235760591304098,105.32100243904038,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0033,RandomNeg_0033,-7.985186160628663,107.67740875975703,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0034,RandomNeg_0034,-8.288149753599654,114.42909714335055,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0035,RandomNeg_0035,-6.35853388322926,108.14677880798477,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0036,RandomNeg_0036,-6.999227870644848,108.95631901060665,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0037,RandomNeg_0037,-6.2478119897524245,109.588518525874,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0038,RandomNeg_0038,-8.131847517155649,107.46627507693984,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0039,RandomNeg_0039,-7.272032410926863,107.62741608522936,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0040,RandomNeg_0040,-7.204700628351732,113.97822883602477,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0041,RandomNeg_0041,-7.741738535092848,107.19320759157283,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0042,RandomNeg_0042,-6.00714094116418,110.09526293676464,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0043,RandomNeg_0043,-8.636362704695998,105.47116375424734,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0044,RandomNeg_0044,-8.582017521983088,111.2744604170309,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0045,RandomNeg_0045,-6.602969843347404,109.22159966799684,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0046,RandomNeg_0046,-8.715769652159324,108.81619286506537,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0047,RandomNeg_0047,-6.01124799730372,110.29114345099137,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0048,RandomNeg_0048,-6.083872704920507,113.60779702234498,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0049,RandomNeg_0049,-8.866705036365824,112.20721819360195,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0050,RandomNeg_0050,-6.9230399298229335,110.36970330408795,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0051,RandomNeg_0051,-8.126206949137627,111.40961798579808,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0052,RandomNeg_0052,-8.576498696571958,109.34765250669105,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0053,RandomNeg_0053,-6.360026472903238,107.63389050751091,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0054,RandomNeg_0054,-7.448300272154135,106.78651880530131,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0055,RandomNeg_0055,-6.253379265900021,113.70518569836767,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0056,RandomNeg_0056,-8.034510104798965,111.38949494866006,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0057,RandomNeg_0057,-7.1339863868293,106.52839268549634,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0058,RandomNeg_0058,-6.6887186797820615,110.39379030119626,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0059,RandomNeg_0059,-6.641983211971381,110.30353672195177,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0060,RandomNeg_0060,-8.898341501228964,108.24156057004673,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0061,RandomNeg_0061,-8.843517447081087,114.29098616264616,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0062,RandomNeg_0062,-6.351706554312766,113.3166552936118,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0063,RandomNeg_0063,-8.008209036332282,105.57925166494188,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0064,RandomNeg_0064,-6.353772162308283,114.46949445297994,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0065,RandomNeg_0065,-8.651604989003152,109.85990463316614,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0066,RandomNeg_0066,-8.699283696441688,112.60602165257231,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0067,RandomNeg_0067,-6.679080155009736,106.28391464499762,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0068,RandomNeg_0068,-7.5216811035136795,110.49803593494944,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0069,RandomNeg_0069,-8.13133577607383,113.72433041085257,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0070,RandomNeg_0070,-7.672899973417428,107.11798205442082,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0071,RandomNeg_0071,-7.336041342539571,112.29931069089976,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0072,RandomNeg_0072,-8.316661916169883,108.11716291300895,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0073,RandomNeg_0073,-6.0140668656834055,111.49878057639454,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0074,RandomNeg_0074,-7.629509756647939,110.17575841035591,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0075,RandomNeg_0075,-8.54908783198203,107.24697337031557,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0076,RandomNeg_0076,-7.91955186977238,110.88308718457233,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0077,RandomNeg_0077,-8.232667275469927,107.2021738445156,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0078,RandomNeg_0078,-8.694120050573806,111.31102957270099,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0079,RandomNeg_0079,-8.236068826947653,114.05420013006128,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0080,RandomNeg_0080,-6.407057339264135,105.70857349888654,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0081,RandomNeg_0081,-8.209786560329913,111.6897777829628,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0082,RandomNeg_0082,-8.278713258625729,106.32311848725026,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0083,RandomNeg_0083,-6.187008702316055,110.71043093325284,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0084,RandomNeg_0084,-7.529254023695797,112.84619424290753,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0085,RandomNeg_0085,-6.558258706476734,106.90409914361878,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0086,RandomNeg_0086,-8.618900638736413,109.31051182406378,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0087,RandomNeg_0087,-7.67162199324223,109.67024668036674,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0088,RandomNeg_0088,-6.785680036566433,111.73364547293302,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0089,RandomNeg_0089,-6.045920887038698,105.98417871151959,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0090,RandomNeg_0090,-7.7323982819034205,108.39302605394963,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0091,RandomNeg_0091,-6.401149644576906,107.48656333920286,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0092,RandomNeg_0092,-8.348394165521647,109.48613547833132,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0093,RandomNeg_0093,-7.676543244480228,107.7854514466694,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0094,RandomNeg_0094,-8.175561301141908,114.23265599276013,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0095,RandomNeg_0095,-7.614920839344975,113.61349104761831,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0096,RandomNeg_0096,-7.3040565938954405,105.50588329524881,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0097,RandomNeg_0097,-6.002080841603092,113.36027585079952,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0098,RandomNeg_0098,-6.089910853874221,114.26366983008128,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0099,RandomNeg_0099,-6.438782370198514,106.66311110603914,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0100,RandomNeg_0100,-7.491640736192917,107.13747299199181,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0101,RandomNeg_0101,-7.736983151606587,105.5863539997218,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0102,RandomNeg_0102,-8.13091113130076,112.8407060194857,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0103,RandomNeg_0103,-7.580475734716485,109.23007485990163,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0104,RandomNeg_0104,-7.2882718621237075,112.18408275296326,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0105,RandomNeg_0105,-8.451089206705214,107.96707825494565,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0106,RandomNeg_0106,-6.09074284158944,110.79180290816257,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0107,RandomNeg_0107,-7.327633916014605,112.47975560379064,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0108,RandomNeg_0108,-8.7342207085683,110.84177594458971,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0109,RandomNeg_0109,-7.441733889533411,113.52719892048285,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
