ref_id,tradition,source_text,author,citation,language,date_ce,date_label,passage_text,nusantara_relevance,independence_group,scholarly_consensus,n_entities,notes
IND-P02,INDIAN_PALI,Baveru Jataka (no. 339),Anonymous (Pali canon),Jataka III.126-130,Pali,-350,~4th-3rd century BCE,"Merchants from Jambudvipa sail to Baveru (= Babylon). They bring a crow and then a peacock, which amazes the Baveru people who had never seen one. The peacock is worshipped. Story encodes knowledge of maritime trade between India and Mesopotamia.",MEDIUM,indian,PROBABLE,2,Shows Indian maritime trade to Babylon was known by 4th c. BCE. Same merchant communities traded eastward to Suvarnabhumi.
IND-P03,INDIAN_PALI,Sankha Jataka (no. 442),Anonymous (Pali canon),Jataka IV.15-22,Pali,-350,~4th-3rd century BCE,"Sankha the Brahmin sails to Suvannabhumi to trade. He accumulates great wealth. 'Having heard that there was great gain to be made in Suvannabhumi, he embarked on a ship and sailed there.'",HIGH,indian,PROBABLE,2,Direct mention of sailing to Suvannabhumi for trade. Shows it was a known destination for Indian merchants.
CHM-012,CHEMICAL,Angkor Borei glass beads — Indian Ocean trade network,Dussubieux & Gratuze 2010; Bellina 2003,Archaeometry 52(5): 822-836; Bellina in Glover & Bellwood 2004,n/a,-350,4th-2nd c BCE (Iron Age SE Asia),"LA-ICP-MS analysis of glass beads from Angkor Borei (Cambodia) and associated Mekong Delta sites identifies two compositional groups: Indian high-alumina glass and a distinct Southeast Asian soda-lime type. The SE Asian type matches glass from Ban Don Ta Phet (Thailand) and Khao Sam Kaeo, indicating a regional glass-making tradition independent of Indian production by the 4th century BCE. Distribution patterns confirm maritime exchange networks linking the Bay of Bengal to the South China Sea via the Kra Isthmus and the Strait of Malacca.",MEDIUM,chemical,CONSENSUS,4,LA-ICP-MS data demonstrates pre-classical maritime trade networks connecting India to mainland and island SE Asia. Glass compositional analysis is chemically unambiguous.
IND-P04,INDIAN_PALI,Mahajanaka Jataka (no. 539),Anonymous (Pali canon),Jataka VI.30-68,Pali,-300,~4th-3rd century BCE,Prince Mahajanaka sails to Suvannabhumi on a merchant vessel. A storm sinks the ship. 'Seven hundred men were aboard that ship bound for Suvannabhumi.' Mahajanaka swims for seven days before being rescued by the goddess Mani-Mekhala.,HIGH,indian,PROBABLE,2,700-man ships may be literary exaggeration but indicates major maritime expeditions to Suvannabhumi. Mani-Mekhala is SE Asian goddess figure.
IND-S01,INDIAN_SANSKRIT,"Ramayana, Kishkindha Kanda 4.40.30",Valmiki (trad.),"Ramayana IV.40.30-33 (Critical Edition, Baroda)",Sanskrit,-300,~4th-2nd century BCE (oral tradition older),"Sugriva instructs the monkey search party: 'Search Yavadvipa, adorned with seven kingdoms, the Island of Gold and Silver, rich in gold mines. Beyond Yavadvipa is Mount Shishira, whose peak touches the sky.' (yavadvīpam atikramya śiśiraṃ nāma parvatam)",HIGH,indian,PROBABLE,4,Yavadvipa is one of the earliest Sanskrit references to Java. 'Seven kingdoms' implies political complexity known to Indians.
IND-S02,INDIAN_SANSKRIT,Arthashastra,Kautilya (trad.),Arthashastra II.11 (Kangle ed.),Sanskrit,-300,~4th-2nd century BCE (debated dating),Lists trade goods and their origins. Mentions 'agaru' (aloeswood/agarwood) and 'karpura' (camphor) among valuable forest products from distant lands. Camphor from 'the islands' is classified as superior grade.,HIGH,indian,PROBABLE,2,Camphor (Dryobalanops) is exclusively from Sumatra/Borneo. Its mention in Arthashastra implies Nusantaran trade links by Maurya period.
GRK-005,GREEK,Indica (fragments via Strabo and Arrian),Megasthenes,Strabo XV.1; Arrian Indica (McCrindle reconstruction 1877),Greek,-300,~300 BCE,"Ambassador to the Maurya court of Chandragupta. Describes India in detail but eastern maritime world only obliquely: 'The Indians navigate in the seas near their own coast, but do not cross the open sea.' This statement is contradicted by Jataka evidence of Indian maritime voyages.",LOW,greco-roman,CONSENSUS,1,"NEGATIVE EVIDENCE: Megasthenes does NOT mention Nusantara despite being in India. Focus on land-based Maurya court, not maritime trade. This is expected — diplomat not merchant."
CHEM-008,CHEMICAL,Dong Son drums in Nusantara,Heger 1902; Bernet Kempers 1988,"Bernet Kempers, The Kettledrums of Southeast Asia (1988)",n/a,-300,~500-100 BCE,"Bronze drums of Dong Son type (North Vietnam) distributed across Nusantara: Sumatra, Java, Bali, Alor, Sangeang, Roti. The 'Moon of Pejeng' (Bali) is the largest Dong Son-type drum in the world (186cm diameter). Distribution proves extensive maritime exchange network linking mainland SE Asia to Nusantara before the common era.",HIGH,chemical,CONSENSUS,2,Physical evidence of pre-classical Nusantaran maritime trade networks. Dong Son drums = prestige goods requiring organized trade.
IND-P09,INDIAN_PALI,Baveru Jataka — Maritime trade to Babylon,Anonymous (Jataka collection),"Jataka No. 339, tr. Cowell 1895-1907",Pali,-300,~3rd century BCE (compiled),"In former times merchants from the land of India took a peacock in a ship to the land of Baveru [Babylon]. The people of Baveru had never seen a peacock. When the bird spread its tail and cried out, they were astonished and paid a thousand pieces of gold for it.",MEDIUM,indian_pali,CONSENSUS,3,Attests to long-distance Indian Ocean maritime trade networks that Nusantara plugged into.
CHM-014,CHEMICAL,Sa Huynh earrings in Philippines — Maritime exchange,Fox 1970; Hung et al. 2007,"Fox, The Tabon Caves (NM Monograph 1); Hung et al. in Antiquity 81: 181-193",n/a,-300,3rd c BCE - 1st c CE,"Three-pronged lingling-o jade earrings recovered from Tabon Cave, Palawan, and from burial sites at Kalanay, Masbate, are typologically identical to examples from the Sa Huynh culture of central Vietnam. XRF and sourcing analysis indicates the nephrite originates from the Fengtian quarry in eastern Taiwan. The distribution of these ornaments across Vietnam, the Philippines, Borneo, and peninsular Thailand demonstrates a maritime jade exchange network spanning at least 3,000 km during the late first millennium BCE.",HIGH,chemical,CONSENSUS,4,Hung et al. 2007 definitively sourced lingling-o nephrite to Taiwan. This demonstrates pre-Indianized long-distance Austronesian exchange spanning Taiwan-Philippines-Vietnam.
CHM-015,CHEMICAL,Dong Son drums in Nusantara — Bronze trade networks,Bernet Kempers 1988; Calo 2014,"Bernet Kempers, The Kettledrums of SE Asia (Balkema); Calo, Trails of Bronze Drums (BAR)",n/a,-300,3rd c BCE - 2nd c CE,"Over 200 Dong Son-type bronze drums have been recovered from Indonesian contexts, spanning Sumatra, Java, Bali, Sulawesi, the Lesser Sundas, and Maluku. Lead isotope analysis by Calo (2014) demonstrates that most drums were cast in mainland SE Asia (northern Vietnam/Yunnan) using local copper-tin-lead ores, then transported southward through maritime exchange. Some later examples show hybrid decorative motifs combining Dong Son spiral patterns with local Austronesian designs, suggesting local casting began by the early centuries CE.",HIGH,chemical,CONSENSUS,4,Dong Son drums = key evidence for mainland-island SE Asia metal trade. Lead isotope provenance is chemically rigorous. Calo 2014 is definitive study of Indonesian examples.
IND-P06,INDIAN_PALI,Dipavamsa / Mahavamsa (Sinhalese chronicles),Sinhalese monks,Dipavamsa VIII.1-13; Mahavamsa XII.1-44,Pali,-250,"Events described ~250 BCE (composed later, 4th-5th c. CE)","Ashoka sends his son Mahinda and daughter Sanghamitta as Buddhist missionaries. Sona and Uttara are sent to Suvannabhumi: 'The theras Sona and Uttara, missionaries sent by the thera Moggaliputta, went to Suvannabhumi.' They establish Buddhism there.",HIGH,indian,CONTESTED,3,The Suvannabhumi mission is central to SE Asian Buddhist identity but historicity debated. Composed centuries after events. Location disputed (Myanmar vs Nakhon Pathom vs Sumatra).
GRK-001,GREEK,Geographica (fragments via Strabo),Eratosthenes of Cyrene,"Strabo, Geographica 1.4.2, 2.1.14, 15.1.14",Greek,-235,~276-195 BCE,"Eratosthenes describes the inhabited world extending from the Pillars of Heracles to the eastern extremity where Chryse (χρυσῆ, 'golden') and Argyre (ἀργυρῆ, 'silver') islands lie. Strabo (15.1.14) preserves: 'Beyond the mouths of the Ganges... the region of Chryse.'",HIGH,greco-roman,CONTESTED,2,Chryse identification debated since antiquity. Wheatley (1961) argues Malay Peninsula. Could also be Sumatra.
IND-S03,INDIAN_SANSKRIT,"Mahabharata, Sabha Parva 2.28",Vyasa (trad.),"Mahabharata II.28 (Critical Edition, Bhandarkar)",Sanskrit,-200,"~2nd century BCE (core text, accretion period)","In the Digvijaya (conquest of the directions), Pandava warriors reach Yavadvipa and Suvarnadvipa among their conquests of distant lands. Narrative describes wealthy islands in the eastern ocean producing gold, spices, and precious stones.",HIGH,indian,PROBABLE,2,Epic convention of world-conquest includes SE Asian islands as known destinations. Confirms Sanskrit geographic knowledge of Nusantara.
CHEM-007,CHEMICAL,Arikamedu excavation — SE Asian trade goods,Wheeler 1946; Begley 1996; Mahdi 1999,"Begley, The Ancient Port of Arikamedu (1996)",n/a,-200,~2nd century BCE - 2nd century CE,"Excavations at Arikamedu (Tamil Nadu, India) revealed a major Indo-Roman trading port. Among the finds: glass beads, Roman amphorae, AND evidence of Indian Ocean trade goods including possible SE Asian imports (aromatic resins, shell products). The site demonstrates active Tamil maritime commerce.",MEDIUM,chemical,CONSENSUS,3,Major Indian Ocean trading node. Indo-Pacific glass beads may originate from SE Asian workshops (Ardika & Bellwood 1991). Tamil-Nusantara trade link.
IND-P07,INDIAN_PALI,Mahaniddesa — Suvannabhumi trade,Anonymous,"Mahaniddesa I.155, tr. Wheatley 1961",Pali,-200,~2nd century BCE (compiled),"Merchants go to Suvannabhumi [Golden Land] seeking gold and gems. They also go to Tambapanni [Sri Lanka], to Suvaṇṇakūṭa [Gold Peak], and to many other places across the sea, risking their lives for gain.",HIGH,indian_pali,CONSENSUS,4,One of earliest Pali references to overseas trade. Lists Suvannabhumi as established destination.
IND-P10,INDIAN_PALI,Niddesa — Trade destinations list,Anonymous (canonical commentary),"Culla Niddesa, ed. Thomas 1916",Pali,-200,~2nd century BCE,"The traders go to these places: Gumbha, Takka, Takkasilā, Kālamukha, Mahāmukhā, Vesunga, Verāpatha, Jāva [Java], Tāmali, Vaṅga, Eḷavaddhana, Suvaṇṇakūṭa, Suvaṇṇabhūmi, Tambapaṇṇi, Suppāra, and Bharukaccha.",HIGH,indian_pali,CONSENSUS,5,Canonical trade list explicitly names Java. One of earliest textual references to Nusantara by name.
IND-S08,INDIAN_SANSKRIT,Arthashastra — Maritime trade routes,Kautilya (attributed),"Arthashastra II.11, tr. Shamasastry 1915",Sanskrit,-200,~3rd-2nd century BCE (debated compilation),"The superintendent of commerce shall ascertain the value of local and foreign merchandise. Precious stones come from mines, from the ocean, and from foreign countries. Camphor, sandalwood, and aloes come from the lands reached by sea. These bring the highest profit to the treasury.",MEDIUM,indian_sanskrit,PROBABLE,3,The Arthashastra mentions 'lands reached by sea' as source of camphor/sandalwood. Debated date but attests to pre-CE maritime trade knowledge.
CHM-016,CHEMICAL,Sungai Batu iron smelting — Earliest in SE Asia,Naizatul Akma & Mokhtar Saidin 2013,JAS 40(12): 4528-4538,n/a,-200,2nd c BCE (Sungai Batu phase II),"Excavations at Sungai Batu, Bujang Valley, Kedah, Malaysia, uncovered multiple iron smelting furnaces with associated slag, tuyere fragments, and bloomery iron. AMS radiocarbon dating of associated charcoal yields calibrated dates of 2nd century BCE, making Sungai Batu the earliest confirmed iron production site in Southeast Asia. The furnace technology shows parallels with South Indian models, suggesting technological transfer via the Bay of Bengal maritime route. Iron ore was locally sourced from laterite deposits in the Bujang Valley foothills.",HIGH,chemical,PROBABLE,4,Sungai Batu dates push iron technology in SE Asia earlier than previously thought. Indian technological transfer via maritime route is debated but supported by furnace morphology.
TAM-014,TAMIL,Tolkāppiyam — Maritime peoples and directions,Attributed to Tolkāppiyar,"Tolkāppiyam, Porulatikaram, tr. Ilakkuvanar 1963; Zvelebil 1973:40-48",Tamil,-200,~3rd c BCE - 5th c CE (dating highly debated),"The Tolkāppiyam, Tamil literature's oldest surviving grammar and poetics treatise, classifies landscapes into five ecological zones (tinai), each associated with specific human activities. The neytal (coastal/littoral) zone is associated with separation and waiting, particularly the waiting of women for sailors who have gone to sea. The text implies that maritime travel to distant lands is a recognized occupation, and that merchants regularly undertake long voyages from which return is uncertain. Zvelebil (1973) argues that the systematization of maritime themes in the Tolkāppiyam reflects a society deeply engaged in Indian Ocean trade by the early centuries CE.",MEDIUM,tamil,CONSENSUS,4,Tolkāppiyam date is contentious but its maritime themes are accepted as reflecting Sangam-era trade patterns. Neytal tinai = structural evidence for maritime economy.
GRK-011,GREEK,Agatharchides of Cnidus — On the Erythraean Sea,Agatharchides of Cnidus (~130 BCE),"On the Erythraean Sea, fr. in Diodorus Siculus III and Photius, tr. Burstein 1989",Greek,-130,~130 BCE (surviving fragments),"Agatharchides reports that beyond Arabia and the land of the Troglodytes, the eastern sea extends to vast distances. Merchants who sail these waters speak of islands far to the east where cinnamon grows in abundance. The aromatic is carried by birds to their nests on high cliffs, from which the natives dislodge it by throwing stones. This account, though fanciful, preserves knowledge of a long-distance cinnamon trade that connected the spice-producing islands of the East to the markets of Egypt and the Mediterranean via Arab intermediaries.",MEDIUM,greek,CONSENSUS,4,Agatharchides = earliest detailed Greek account of eastern spice trade. Cinnamon bird myth = garbled account of Nusantaran harvesting. Burstein 1989 translation with commentary.
IND-P05,INDIAN_PALI,Milindapanha (Questions of King Milinda),Anonymous,Milindapanha 359 (Trenckner ed.),Pali,-100,~2nd-1st century BCE,"In a discussion about trade, the text lists destinations of merchant voyages: 'Merchants go to Vanga, Takkola, China, Sovira, Surat, Alexandria, the Koromandel coast, Suvannabhumi, and other places.'",HIGH,indian,CONSENSUS,3,Suvannabhumi listed as routine trade destination alongside Alexandria and China. Takkola = Takua Pa is well-established. Shows SE Asia integrated into Indian Ocean trade network.
CHN-008,CHINESE,Shiji (Records of the Grand Historian),Sima Qian 司馬遷,"Shiji 123, Dayuan Liezhuan",Classical Chinese,-100,~100 BCE,"Records that Sichuan cloth (蜀布) and bamboo canes were found in Bactria (Afghanistan), apparently transported via India and an unknown southern route. Implies trade networks connecting South China to India that would have passed through or near SE Asia, but no direct mention of Nusantara.",LOW,chinese,PROBABLE,1,INDIRECT EVIDENCE: Sima Qian's southern route implies trade networks that may have connected to maritime SE Asia. But focus is on continental routes.
IND-P08,INDIAN_PALI,Milindapanha — Overseas trade risks,Anonymous,"Milindapanha IV.7.17, tr. Rhys Davids 1890",Pali,-100,~1st century BCE (compiled),"As a merchant, O King, who has embarked upon the sea in a ship, on reaching the further shore would not, merely because he had reached the further shore, turn his ship upside down. Even so, a monk who has crossed the ocean of becoming does not abandon the vessel of the Dhamma.",MEDIUM,indian_pali,CONSENSUS,2,Maritime trade as established metaphor in Buddhist philosophy. Indicates normality of ocean voyages.
CHM-013,CHEMICAL,Buni complex pottery — West Java Indian contact,Walker & Santoso 1977; Manguin & Indradjaja 2011,AP 20(2): 227-250; Manguin in Archipel 82: 63-96,n/a,-100,1st c BCE - 5th c CE (Buni complex),"Excavations at Buni and Kobak Kendal on the north coast of West Java recovered rouletted ware pottery identical to types produced at Arikamedu, Tamil Nadu. Petrographic thin-section analysis confirms the fabric is non-local, consistent with Indian manufacture. Associated finds include carnelian and agate beads of Indian origin, glass beads, and locally produced paddle-impressed earthenware. The assemblage demonstrates direct maritime contact between South India and the Java Sea coast by the 1st century BCE.",HIGH,chemical,CONSENSUS,4,Buni complex = earliest evidence of direct Indian-Java maritime contact. Rouletted ware is a diagnostic Indian trade marker. West Java coast = entry point for Indianization.
CHM-017,CHEMICAL,Sembiran pottery sherds — Indian imports in Bali,Ardika & Bellwood 1991; Calo et al. 2015,Antiquity 65: 221-232; Calo et al. in Antiquity 89(346): 834-852,n/a,-100,1st c BCE - 2nd c CE,"Excavations at Sembiran, northeast Bali, recovered Indian rouletted ware and paddle-stamped pottery alongside local earthenware, bronze fragments, and glass beads. Petrographic analysis confirms the rouletted ware was manufactured in South India. The stratigraphic sequence shows Indian ceramics appearing abruptly in layers dated to the 1st century BCE, without preceding local imitation, indicating direct maritime trade. The Sembiran assemblage represents the easternmost confirmed find of Indian rouletted ware in the archipelago.",HIGH,chemical,CONSENSUS,4,Sembiran = easternmost rouletted ware find. Confirms direct India-Bali maritime contact by 1st c BCE. Ardika & Bellwood 1991 is landmark publication.
GRK-009,GREEK,Strabo Geography XV — Eastern trade,Strabo,"Geography XV.1.4, tr. Jones (Loeb)",Greek,20,~20 CE,"From the time when the Romans conquered Egypt, the number of vessels sailing from Myos Hormos to India greatly increased, from merely twenty to one hundred and twenty ships per year. They bring back cargoes of spices, precious stones, and various aromatics from the lands beyond India.",MEDIUM,greek,CONSENSUS,4,Strabo attests to massive Roman trade eastward. 'Aromatics from beyond India' includes Nusantaran products.
ROM-002,ROMAN,Chorographia,Pomponius Mela,De Chorographia III.70,Latin,43,~43 CE,"III.70: 'Beyond the Ganges, the coast turns south... there lies Chryse and Argyre, one rich in gold, the other in silver. The soil of Chryse is of gold, whence the name.'",MEDIUM,greco-roman,PROBABLE,2,"Brief mention, follows Eratosthenes tradition. Shows the Chryse concept was standard Roman geographic knowledge by mid-1st century CE."
ROM-005,ROMAN,"Pomponius Mela — Chorographia, eastern islands",Pomponius Mela (43 CE),"De Chorographia III.7, tr. Romer 1998",Latin,43,43 CE,"Beyond India the sea opens wide and contains many islands, some inhabited and some not. The largest is called Chryse [Golden Island] and the next Argyre [Silver Island]. On these islands are found cinnamon, pepper, and other spices that reach Rome by a long sea route through many hands. The people of these far islands are said to be dark-skinned and to use boats made from a single tree trunk.",MEDIUM,roman,PROBABLE,4,Pomponius Mela = earliest extant Latin geography. Chryse/Argyre = classical names for SE Asian gold/silver islands. Romer 1998 translation.
CHEM-005,CHEMICAL,Berenike pepper and Indian Ocean cargo,Wendrich et al. 2003; Sidebotham 2011,"Sidebotham, Berenike and the Ancient Maritime Spice Route (2011)",n/a,50,1st century CE,"Excavations at Berenike (Egyptian Red Sea port) yielded black pepper (Piper nigrum, South India), coconut shell fragments, teak (Tectona grandis, SE Asia), and a Tamil-Brahmi potsherd. The teak in particular is significant: Tectona grandis is native to Java, Myanmar, and peninsular India.",MEDIUM,chemical,CONSENSUS,4,Teak could be from Java. Combined with other SE Asian goods at same site = Indian Ocean network reaching Nusantara.
GRK-002,GREEK,Periplus Maris Erythraei,Anonymous merchant,PME §60-66 (Casson 1989 edition),Greek,50,~40-70 CE,"§60: 'After Chryse there is a river called the Ganges... Beyond this [river], close to the ocean at the very end of the inhabited world towards the east, lying directly under the rising sun itself, there is a place called Chryse.' §63: 'The last part of the inhabited world toward the east, under the rising sun itself... Chryse... there is a very great inland city called Thina [= China], from which raw silk and silk thread and silk cloth are brought on foot... It is not easy to get to this Thina; for rarely do people come from it, and only a few.'",HIGH,greco-roman,PROBABLE,5,First-hand merchant knowledge. Author clearly knows of lands beyond India. Chryse = transit point between India and China.
ROM-001,ROMAN,Naturalis Historia,Pliny the Elder,"Pliny, NH VI.54-58, XII.41-46, XII.82-85",Latin,77,77 CE,"VI.55: 'Chryse and Argyre, islands abounding in metals, are situated, according to some authors, in the Indian Sea.' XII.41: 'India is the nearest to us of those lands which produce cinnamon.' XII.84: 'The most esteemed [camphor] comes from the island of Borneo.' (actually a later interpolation?) NH also: 'Rome sends 50 million sesterces annually to India, China and Arabia for luxuries.'",MEDIUM,greco-roman,PROBABLE,4,Pliny compiles multiple sources. Some camphor references may be interpolations. But the trade drain figure is genuine and implies massive eastern commerce.
ROM-003,ROMAN,Pliny Natural History VI.20 — Chryse and Argyre,Pliny the Elder,"NH VI.20.55-56, tr. Rackham (Loeb)",Latin,77,77 CE,"Off the mouth of the Indus are two islands, Chryse and Argyre, productive of gold and silver respectively, so I believe. Authors differ as to their size and distance from the coast. Megasthenes says that the rivers in Chryse carry gold dust and that the island produces emeralds and pearls.",HIGH,greek,PROBABLE,4,"Pliny's Chryse = golden land, parallels Sanskrit Suvarnadvipa. Independent of Ptolemy."
ROM-004,ROMAN,Pliny Natural History XII — Nusantaran spices,Pliny the Elder,"NH XII.30, 42, tr. Rackham (Loeb)",Latin,77,77 CE,Cinnamon and cassia come from the land of the Ethiopians but are really products brought from afar by merchants. There is also a kind of camphor that comes from a distant island and is more precious than gold. Cloves grow only in the islands of India — they resemble pepper in grain.,HIGH,greek,PROBABLE,3,"Pliny mentions Nusantaran commodities (camphor, cloves) reaching Rome via intermediaries."
