surface,world,config,hard_frac,algorithm,n_observed,auc_own,auc_true,boyce,map_jaccard,spearman_full,spearman_remote
A_observed,1,tgb,-1.0,randomforest,498,0.8389816462906593,0.8425705459004778,0.994711394034835,0.7023884301319075,0.9478914413853756,0.8533301168554838
A_observed,1,hybrid,0.0,maxent,498,0.7377756756145876,0.4705903188020838,0.9671690992979879,0.00019802336675727735,-0.5264128626456188,-0.7373268518772756
A_observed,1,hybrid,0.0,xgboost,498,0.6938253303285469,0.5214004387081457,0.8444426804867463,0.0,-0.45797944482402336,-0.8378314947570619
A_observed,1,hybrid,0.0,randomforest,498,0.7136020630195403,0.5528848368509539,0.525400481657678,0.008842808635810651,-0.3657983213226293,-0.7975490243619172
A_observed,1,hybrid,0.3,maxent,498,0.7836792280591844,0.4659711408143329,0.9694232348634705,1.799888406918771e-05,-0.5319245918740615,-0.742816684677015
A_observed,1,hybrid,0.3,xgboost,498,0.7542008169280934,0.5307481321622369,0.9165790925958223,0.0,-0.4639386205517558,-0.8582273311124922
A_observed,1,hybrid,0.3,randomforest,498,0.7645071915936985,0.5742751068017902,0.7702585039593053,0.011763848927413775,-0.33223634474781316,-0.7746168116887956
A_observed,1,hybrid,0.7,maxent,498,0.8332555098921599,0.4780076134841635,0.9629698657597467,8.999361045365779e-06,-0.5092599879504164,-0.739396045694544
A_observed,1,hybrid,0.7,xgboost,498,0.8080188804348178,0.5701983609178193,0.9641090290110973,0.0,-0.3401483902879304,-0.8229703271355989
A_observed,1,hybrid,0.7,randomforest,498,0.8195060980982488,0.6147715471319884,0.9052062038953984,0.012547497334681938,-0.23950811235610067,-0.7270457704994799
A_observed,1,hybrid,1.0,maxent,498,0.8639185963842875,0.5419072276867019,0.580724260495529,0.047165810677095604,-0.27920009855238964,-0.6547922079411589
A_observed,1,hybrid,1.0,xgboost,498,0.867965085115574,0.6187953657535739,0.8298804788587012,0.027680412847854836,-0.18545885985839433,-0.7773440578689759
A_observed,1,hybrid,1.0,randomforest,498,0.8677367863695767,0.6529245991049912,0.8683902457396437,0.3919579105599399,-0.05781990458116202,-0.6991613026791313
A_observed,2,random,-1.0,maxent,501,0.8603354874423225,0.8382458429613202,0.9808384489710139,0.833179358585192,0.9752036928691392,0.9186910445769151
A_observed,2,random,-1.0,xgboost,501,0.8408585783502257,0.8224760747088435,0.9864192187406908,0.572000509287422,0.9342073730019719,0.874498798469989
A_observed,2,random,-1.0,randomforest,501,0.849527905432458,0.836953774478939,0.9814805795022996,0.7372815108970951,0.9629704848278471,0.8890918346619279
A_observed,2,tgb,-1.0,maxent,501,0.8491609106353035,0.8367743999307719,0.9861413242356376,0.8018193316145352,0.9801685684736574,0.9382691616108659
A_observed,2,tgb,-1.0,xgboost,501,0.828974543084534,0.8163308458579541,0.9801081282551193,0.5224420452677152,0.9344737867275319,0.8874976427051849
A_observed,2,tgb,-1.0,randomforest,501,0.8393718251889725,0.8356021141203929,0.9970290864187724,0.6967475950526798,0.9645005698618893,0.8787370902727194
A_observed,2,hybrid,0.0,maxent,501,0.7628202938550075,0.5319788513144406,0.9669274921233179,8.999361045365779e-06,-0.31030569620347404,-0.7331341391026208
A_observed,2,hybrid,0.0,xgboost,501,0.732391012282118,0.6010808198852302,0.9032181711257051,0.003404278374253903,-0.09728888404879511,-0.5793155699463389
A_observed,2,hybrid,0.0,randomforest,501,0.7461578510277805,0.6051653851805866,0.8370229296759881,0.022103258919948122,-0.1315998733169455,-0.6276125047491807
A_observed,2,hybrid,0.3,maxent,501,0.7997878346621021,0.5403146514218304,0.9890622543106262,1.799888406918771e-05,-0.2797325953452666,-0.7266306801061299
A_observed,2,hybrid,0.3,xgboost,501,0.7672412094100995,0.6117125650945768,0.9586254808379902,0.00018902060324575378,-0.14804346878752675,-0.6587748048137569
A_observed,2,hybrid,0.3,randomforest,501,0.790692066926141,0.6197938757419598,0.8168433313919627,0.013961127840131399,-0.110721733112416,-0.6639566332100507
A_observed,2,hybrid,0.7,maxent,501,0.8538914884321281,0.546570788773956,0.8757739017662681,8.999361045365779e-06,-0.2934003197208445,-0.7417151633314039
A_observed,2,hybrid,0.7,xgboost,501,0.8447150171661706,0.6394968873942883,0.9890401159798728,0.019589851814469882,-0.04273004918732385,-0.6100395515438056
A_observed,2,hybrid,0.7,randomforest,501,0.8559101126109082,0.6636025469703077,0.8292593433998733,0.21340511263745263,0.007766488279508155,-0.6203966047005064
A_observed,2,hybrid,1.0,maxent,501,0.8808894531880179,0.5954147660984862,0.771318074146388,0.054769814902705265,-0.03044354391404395,-0.6086579243273331
A_observed,2,hybrid,1.0,xgboost,501,0.8938329581850113,0.6653937859691286,0.9701194597297933,0.11311455703810554,0.06139078269868351,-0.5506631118373513
A_observed,2,hybrid,1.0,randomforest,501,0.900734609134543,0.6751356913740866,0.63618308785638,0.4862966975643032,0.12220995587684456,-0.5901340500381191
A_observed,3,random,-1.0,maxent,496,0.8621211628165035,0.8485087383415696,0.9655096097845077,0.8166658492324292,0.9892837986905987,0.9576741282965833
A_observed,3,random,-1.0,xgboost,496,0.8583676531241583,0.8298304720178222,0.9573856232155459,0.571666996690334,0.9414933756716831,0.9104167573624626
A_observed,3,random,-1.0,randomforest,496,0.8625131540934683,0.8428805996213289,0.987542732300666,0.720576622330954,0.9554072345521141,0.877133498115245
A_observed,3,tgb,-1.0,maxent,496,0.8588461800476368,0.8442271994629247,0.9711208892702206,0.7121461918922667,0.985506887525464,0.9534060904054852
A_observed,3,tgb,-1.0,xgboost,496,0.8456041259931807,0.8272918625880068,0.981586791006335,0.5118367346938776,0.948064180746345,0.9176452790930292
A_observed,3,tgb,-1.0,randomforest,496,0.854234963444626,0.8423646040029376,0.99082256055064,0.6988228099678948,0.9558150674214365,0.8644670344408506
A_observed,3,hybrid,0.0,maxent,496,0.7275642954655026,0.4647851687209492,0.9740098253093871,0.0003240790752943718,-0.4933847556872961,-0.7566257005711907
A_observed,3,hybrid,0.0,xgboost,496,0.6986803087791504,0.5459793592823223,0.8597741287144185,0.0011351964971079518,-0.33170774853528145,-0.7355835135396898
A_observed,3,hybrid,0.0,randomforest,496,0.7288197005357192,0.5459062528896219,0.5335752447042149,0.0059567996233999025,-0.3194118755542361,-0.7500605052523093
A_observed,3,hybrid,0.3,maxent,496,0.7906979233792601,0.47306730805753927,0.951965497865125,0.0,-0.4445863075678859,-0.7474875755184959
A_observed,3,hybrid,0.3,xgboost,496,0.7701152610759954,0.5426192506487512,0.9356205602648107,0.0,-0.31164988256676274,-0.7597011580742479
A_observed,3,hybrid,0.3,randomforest,496,0.7878467402094987,0.5644334295228567,0.7027577975547525,0.003069146055244629,-0.29343603267569046,-0.7373293476734663
A_observed,3,hybrid,0.7,maxent,496,0.845765695807471,0.47955016874626655,0.9573115509394351,0.0,-0.4288063548688711,-0.7568262478489307
A_observed,3,hybrid,0.7,xgboost,496,0.8323444277890543,0.5640331298175062,0.9721146951545231,0.0007565114017075543,-0.22091964699641875,-0.758589173163442
A_observed,3,hybrid,0.7,randomforest,496,0.8464528440139427,0.6050306922425642,0.765935637207189,0.009475185551931829,-0.1971211769492392,-0.7388338281192324
A_observed,3,hybrid,1.0,maxent,496,0.8832132183152808,0.5387893870617132,0.7263662473347776,0.04576639656681442,-0.18444052224888577,-0.6598728460234918
A_observed,3,hybrid,1.0,xgboost,496,0.8988552232651165,0.6198958108583147,0.9119005891617745,0.05936525792950912,-0.09235032442766436,-0.7155965352786093
A_observed,3,hybrid,1.0,randomforest,496,0.9009009010501938,0.6687177700119248,0.6728170183738591,0.302650551563251,-0.04523825482144649,-0.6344206419314645
A_observed,4,random,-1.0,maxent,500,0.8633724351629242,0.8237427515317846,0.9525800815375653,0.9111172261970281,0.9908054931153522,0.9717589630633713
A_observed,4,random,-1.0,xgboost,500,0.8490208490014373,0.8151689168111208,0.9828439861566699,0.6486646884272997,0.9419681110514008,0.882649159398712
A_observed,4,random,-1.0,randomforest,500,0.8588894790154763,0.8188242274613478,0.9889602328394488,0.7930099719237099,0.9447573678000784,0.8247769118841399
A_observed,4,tgb,-1.0,maxent,500,0.8567706053557054,0.8240547744179318,0.9746619801942717,0.8194023741301678,0.9831362823620602,0.9520072414404087
A_observed,4,tgb,-1.0,xgboost,500,0.8385519238565381,0.8141093670751612,0.9821698539270461,0.6497171786154371,0.941598433784496,0.88835883586516
A_observed,4,tgb,-1.0,randomforest,500,0.8508552736517843,0.8220869116592946,0.9876160291047578,0.7872422556052369,0.9407360421624067,0.8006241753132943
A_observed,4,hybrid,0.0,maxent,500,0.7537723867944348,0.46146427074542523,0.9811384491211549,0.00018902060324575378,-0.4879211025508424,-0.7353964262768666
A_observed,4,hybrid,0.0,xgboost,500,0.7124271589833733,0.5604860364447908,0.8537891085574424,0.006539973550245475,-0.3157245854742312,-0.7641858609068214
A_observed,4,hybrid,0.0,randomforest,500,0.7450299272283076,0.6138707517338522,0.921091791185592,0.2522115417122122,-0.13966288942297628,-0.6215397325462307
A_observed,4,hybrid,0.3,maxent,500,0.7862985053672071,0.4659091103006071,0.9570352768669994,8.999361045365779e-06,-0.47912516653492776,-0.74187814057316
A_observed,4,hybrid,0.3,xgboost,500,0.7491913199235036,0.5732585375628425,0.9440677673002342,0.001054025566876571,-0.3202778999191346,-0.7974651937519283
A_observed,4,hybrid,0.3,randomforest,500,0.7735624033571666,0.6293625843148942,0.9099618810809726,0.22735707342935407,-0.10926316294775368,-0.6536873893263949
A_observed,4,hybrid,0.7,maxent,500,0.8503545140863652,0.47415922071446365,0.9325179459047009,0.00018001800180018,-0.4700081246335923,-0.7417788426950396
A_observed,4,hybrid,0.7,xgboost,500,0.8243374264577593,0.6288472740518417,0.9533704507721553,0.005074213768214256,-0.21879586062390424,-0.7625455063222288
A_observed,4,hybrid,0.7,randomforest,500,0.8405743126702883,0.6906843413730482,0.8856894915088567,0.6198250728862974,0.08173477276536643,-0.5765840888152816
A_observed,4,hybrid,1.0,maxent,500,0.8774977838411937,0.5320978936858898,0.6514070435250865,0.05898161649083684,-0.21766752309934168,-0.646602402291866
A_observed,4,hybrid,1.0,xgboost,500,0.8798764113906994,0.660585652529045,0.9542220830478452,0.16938878599090756,-0.01799710466654973,-0.7181197184338952
A_observed,4,hybrid,1.0,randomforest,500,0.8898785014196438,0.6989796161176051,0.6653639730758055,0.5579390115667718,0.1604768324399321,-0.5257889379107913
A_observed,5,random,-1.0,maxent,503,0.8585176961138797,0.846319759458377,0.978045946556117,0.8660262976708257,0.9847529239381493,0.951198279012014
A_observed,5,random,-1.0,xgboost,503,0.8419201932567815,0.8316149142763558,0.9821825910378739,0.601291177911635,0.9438421279191587,0.9033732310535064
A_observed,5,random,-1.0,randomforest,503,0.8490730056248632,0.8400985083060526,0.9972274375938585,0.7422116304228532,0.94329851273635,0.8512462167710466
A_observed,5,tgb,-1.0,maxent,503,0.8598637325618486,0.8458051855222719,0.970890919590838,0.8330583965687892,0.9799060483478653,0.9333377634935308
A_observed,5,tgb,-1.0,xgboost,503,0.8453333665778098,0.8288754451892457,0.9831578641732548,0.6236830954016103,0.9432785273009077,0.9090411400736637
A_observed,5,tgb,-1.0,randomforest,503,0.8475465556202224,0.8390053590905462,0.9967114700614033,0.7360872418210793,0.9389407737493927,0.8346473575231941
A_observed,5,hybrid,0.0,maxent,503,0.7558442347687633,0.5157125290402205,0.9227073117377489,4.499842505512307e-05,-0.4334129691490333,-0.7606988805889081
A_observed,5,hybrid,0.0,xgboost,503,0.7276501162211171,0.5629019952375238,0.9242480457353641,0.0,-0.305060230813385,-0.7795346748927978
A_observed,5,hybrid,0.0,randomforest,503,0.7485758786025236,0.6017351603764982,0.7621979097234115,0.013988885542993238,-0.22668051481638762,-0.755056994266659
A_observed,5,hybrid,0.3,maxent,503,0.8031684800695519,0.510740389245681,0.9812724048633475,2.699856907583898e-05,-0.41766280506815273,-0.753052589280875
A_observed,5,hybrid,0.3,xgboost,503,0.7862482693618005,0.562782201787778,0.9496109235472205,0.0,-0.2539459112823655,-0.7738317488667276
A_observed,5,hybrid,0.3,randomforest,503,0.7933222574197931,0.6087051072247244,0.8416356531048572,0.004165951255659278,-0.20563805079634417,-0.7657494085894683
A_observed,5,hybrid,0.7,maxent,503,0.8609537551178061,0.5206184466425455,0.9234904411351832,1.799888406918771e-05,-0.40657880034854393,-0.7517410711682996
A_observed,5,hybrid,0.7,xgboost,503,0.8451424697742069,0.5977315074380558,0.981140621905036,0.0,-0.20243062375343515,-0.7617266509622864
A_observed,5,hybrid,0.7,randomforest,503,0.8515589183609082,0.648067293933513,0.9610161939941562,0.255564845992181,-0.0666805863683567,-0.710171454837194
A_observed,5,hybrid,1.0,maxent,503,0.8855109717477078,0.5685926948333965,0.6768873266674085,0.050313335916897454,-0.17310718295663016,-0.6652321262805001
A_observed,5,hybrid,1.0,xgboost,503,0.8995795600689471,0.6329327203957169,0.9675110027586734,0.05448955189887832,-0.07482121182921926,-0.7265532612844331
A_observed,5,hybrid,1.0,randomforest,503,0.9031322015554508,0.6805786965148025,0.8309891146856994,0.4372744557836328,0.05543915646618146,-0.6491219710611493
A_observed,6,random,-1.0,maxent,494,0.8585218456628075,0.8422687023164002,0.9746270352180476,0.8477809002776993,0.9931913983153823,0.9763023387494257
A_observed,6,random,-1.0,xgboost,494,0.8509026463017996,0.8191814630853385,0.9764438006107227,0.5471151704165739,0.9547671729225065,0.9366545578285573
A_observed,6,random,-1.0,randomforest,494,0.8561977205558613,0.8379692205747272,0.9817595405092537,0.7277999782314618,0.9624976636147518,0.8987179905156093
A_observed,6,tgb,-1.0,maxent,494,0.8575927411529403,0.8455983410385428,0.9736662017111805,0.858256128967524,0.9942300027330779,0.9699274814152807
A_observed,6,tgb,-1.0,xgboost,494,0.8388222945110184,0.8256268420094737,0.9724931113921951,0.5498556424955019,0.9548011839786912,0.9333756840081548
A_observed,6,tgb,-1.0,randomforest,494,0.8470832174732497,0.8396441353498434,0.9947748986712557,0.7382870551427454,0.9637019773591832,0.8892085203520461
A_observed,6,hybrid,0.0,maxent,494,0.732552059304971,0.47141893718698064,0.971560696351343,0.0002970644629884685,-0.48375948801815094,-0.7384569713962017
A_observed,6,hybrid,0.0,xgboost,494,0.6929416398913996,0.5441767329390121,0.8784986560820813,0.0013517166801838335,-0.2968983897689732,-0.6923537504059033
A_observed,6,hybrid,0.0,randomforest,494,0.7202590300738432,0.5857944474520982,0.5500891123607702,0.005883950393772065,-0.23194641389142517,-0.5685216887167709
A_observed,6,hybrid,0.3,maxent,494,0.7668762146590963,0.47656069409274693,0.9870208534522267,4.499842505512307e-05,-0.4563972727099355,-0.7392502089137676
A_observed,6,hybrid,0.3,xgboost,494,0.7393916678918906,0.5543872058208725,0.9097227190653657,0.0007024369157616037,-0.2793150015245891,-0.7129584844326763
A_observed,6,hybrid,0.3,randomforest,494,0.7572512841025417,0.5964988443455068,0.6162801871901121,0.007205982324949014,-0.218727372976422,-0.5627935885803556
A_observed,6,hybrid,0.7,maxent,494,0.829787121139079,0.47580355535233776,0.9620932163689668,8.999361045365779e-06,-0.44140606375147945,-0.738071677249882
A_observed,6,hybrid,0.7,xgboost,494,0.8063305546873913,0.5895228206596926,0.947104759660646,0.0,-0.22642366722401155,-0.7162372490067209
A_observed,6,hybrid,0.7,randomforest,494,0.8155365036353077,0.6271208282982681,0.7903831705618649,0.005783799929399625,-0.16125247874328072,-0.617244636412653
A_observed,6,hybrid,1.0,maxent,494,0.8738922659546565,0.5412811671296085,0.5774594991830729,0.05411943271830385,-0.19437979999193922,-0.6440164184679257
A_observed,6,hybrid,1.0,xgboost,494,0.8697886635249512,0.6391446866976136,0.7756657627135466,0.17055904939481087,-0.05788025989027981,-0.6660505396184556
A_observed,6,hybrid,1.0,randomforest,494,0.8739184941382707,0.6622776216902976,0.6059208265730406,0.30365920902894283,0.020458634363220856,-0.48242900270325256
A_observed,7,random,-1.0,maxent,494,0.8395941057547214,0.8232536982075646,0.963296447291788,0.8415644680145841,0.9822385086985161,0.9264854373462368
A_observed,7,random,-1.0,xgboost,494,0.8175319711252064,0.8031518609900509,0.9908053386252148,0.5836052957858884,0.9341797048315343,0.9056360913837689
A_observed,7,random,-1.0,randomforest,494,0.8316459229672926,0.8134673851608627,0.9909303431190584,0.7688915773890065,0.9433624233323421,0.811706422032579
A_observed,7,tgb,-1.0,maxent,494,0.8349174634567735,0.8232803264783829,0.9828740496069562,0.7746546354707339,0.9831769422935149,0.9308806457635739
A_observed,7,tgb,-1.0,xgboost,494,0.809264471897461,0.8048800849600324,0.9835307616642681,0.5213165028339859,0.9383266153443949,0.905484214790667
A_observed,7,tgb,-1.0,randomforest,494,0.8286572346059897,0.8109798758844871,0.9927097243984849,0.6952203694945766,0.9436405909076166,0.8208265472165543
A_observed,7,hybrid,0.0,maxent,494,0.7274730564155245,0.5013488206297577,0.9749328767368421,0.00028805991646262423,-0.42893992400533565,-0.7684241208759418
A_observed,7,hybrid,0.0,xgboost,494,0.6980027507859393,0.5544870428264659,0.9102293990563917,0.00457446616160703,-0.2689533475354759,-0.799161234585156
A_observed,7,hybrid,0.0,randomforest,494,0.7230840171296209,0.6063447590508158,0.863561047065534,0.04390958796009244,-0.11440093952885974,-0.6944564691197381
A_observed,7,hybrid,0.3,maxent,494,0.7865819817059615,0.5100576008930637,0.955654696100897,0.0,-0.4061442329640652,-0.7706079413066929
A_observed,7,hybrid,0.3,xgboost,494,0.7631564096655299,0.5828369486135259,0.9611183378034055,0.00322309796592725,-0.21932849493618353,-0.7976607900405457
A_observed,7,hybrid,0.3,randomforest,494,0.7810464785138113,0.6396202335079829,0.9652417006406522,0.10393610045897991,-0.036711666988909805,-0.6717084951580249
A_observed,7,hybrid,0.7,maxent,494,0.8310348882661704,0.5315792548617633,0.8793127548048921,0.0,-0.36534029147767294,-0.7679616925818792
A_observed,7,hybrid,0.7,xgboost,494,0.8228238723185293,0.6141050424204771,0.9680535646474641,0.0032593288130084237,-0.0765686215673221,-0.7420431751301154
A_observed,7,hybrid,0.7,randomforest,494,0.8363555958971091,0.6866471025411371,0.842590813006795,0.5003240440699935,0.14120857094777842,-0.580310701551708
A_observed,7,hybrid,1.0,maxent,494,0.8774162161484608,0.5725030083918958,0.7480085074549186,0.04457688619827408,-0.1111776402891668,-0.6439543065750779
A_observed,7,hybrid,1.0,xgboost,494,0.887908775586318,0.6411323523513128,0.8756190895812082,0.10890456754518148,0.05358133045153235,-0.6988630884281104
A_observed,7,hybrid,1.0,randomforest,494,0.8893012533643688,0.7059770432542735,0.6574430538520236,0.47317344787813703,0.25101246512809106,-0.5087096021195373
A_observed,8,random,-1.0,maxent,498,0.8464171118586717,0.8283561349799695,0.9822275675468087,0.8035447640070116,0.9871236261524167,0.9421176026581114
A_observed,8,random,-1.0,xgboost,498,0.8312544726001205,0.8087804267734737,0.9705296769786197,0.5385041397834575,0.9334312593895384,0.8300188296289696
A_observed,8,random,-1.0,randomforest,498,0.8399059595769269,0.8295450112447359,0.9897594859979447,0.7586174152502136,0.957365980786507,0.8556157606463886
A_observed,8,tgb,-1.0,maxent,498,0.8517050738951412,0.8294002789647756,0.9884187199189257,0.8829749377255859,0.98722045019614,0.9398336089188851
A_observed,8,tgb,-1.0,xgboost,498,0.8345957364002847,0.810892402377673,0.9813378002455181,0.6013373299515794,0.9378831577328314,0.8420367671100983
A_observed,8,tgb,-1.0,randomforest,498,0.8422201567715243,0.8288959332015129,0.9913922840106535,0.7641735596234144,0.9583976596315502,0.8720023597655021
A_observed,8,hybrid,0.0,maxent,498,0.7162279369517892,0.45504219755235586,0.9902096110221,0.0,-0.44590071566518097,-0.7543153865747526
A_observed,8,hybrid,0.0,xgboost,498,0.6899881786221239,0.5527588106711434,0.8910080149947089,0.006239190082494951,-0.17105043643393486,-0.6745589478995165
A_observed,8,hybrid,0.0,randomforest,498,0.7058576883660763,0.6066579718081934,0.8288225324691091,0.039038758240216936,-0.11359505885341913,-0.6840595038361684
A_observed,8,hybrid,0.3,maxent,498,0.7709017810903596,0.48101211126483906,0.9708588019485391,4.499842505512307e-05,-0.4328961620481759,-0.7642025020892675
A_observed,8,hybrid,0.3,xgboost,498,0.7443840604434918,0.5949210695200098,0.9250504613015129,0.007616974972796518,-0.13189456568805927,-0.6947087687546327
A_observed,8,hybrid,0.3,randomforest,498,0.7626806769432427,0.6339214019091035,0.904938846825859,0.09161640175255908,-0.09097106756439892,-0.6744009729545744
A_observed,8,hybrid,0.7,maxent,498,0.8301104017722784,0.48612528282200973,0.9308335449417393,1.799888406918771e-05,-0.3999129422762064,-0.7578064283708243
A_observed,8,hybrid,0.7,xgboost,498,0.81620412363976,0.6101204602217197,0.9460269050474936,0.019103607032475215,-0.1096041109958235,-0.7236858304370631
A_observed,8,hybrid,0.7,randomforest,498,0.8244103175652391,0.6643329837229125,0.8609551543389632,0.2216224535790064,-0.027262049449302037,-0.680093909682716
A_observed,8,hybrid,1.0,maxent,498,0.8726782054499129,0.5570878466005723,0.42334109090518807,0.05612317635318158,-0.16757041770901204,-0.66843504001776
A_observed,8,hybrid,1.0,xgboost,498,0.8715339703208882,0.6607033143594874,0.9401383266609838,0.22938033124232468,0.07118287128251005,-0.6335723073684575
A_observed,8,hybrid,1.0,randomforest,498,0.8770975481482184,0.6856330800872764,0.6217428275649237,0.4796271637816245,0.13373943617798614,-0.5610684477042682
A_observed,9,random,-1.0,maxent,494,0.8680176021689909,0.8447481019032773,0.9744087036199252,0.8276315789473684,0.9862324894866962,0.9543397129200838
A_observed,9,random,-1.0,xgboost,494,0.8454822520525012,0.8279887437453013,0.9900769132732476,0.5713780668882132,0.950989217835106,0.9281580124999217
A_observed,9,random,-1.0,randomforest,494,0.8596494464514727,0.836133109349132,0.9902442734854887,0.6894470375381996,0.9503572643306746,0.8432457037075843
A_observed,9,tgb,-1.0,maxent,494,0.8568302189942438,0.8460050805837784,0.9769416702357365,0.8125468958992594,0.9890605901622572,0.9657102720739026
A_observed,9,tgb,-1.0,xgboost,494,0.8334253718904515,0.8274088900413286,0.9864058369232701,0.5590975418116512,0.9443140329079248,0.9171045367712536
A_observed,9,tgb,-1.0,randomforest,494,0.8470839380427252,0.8390544954423825,0.9954938989160603,0.6723857684666787,0.9461207314514922,0.8459436856600926
A_observed,9,hybrid,0.0,maxent,494,0.7598348261120595,0.49472361939563775,0.9803230663425904,8.999361045365779e-06,-0.4187553920888811,-0.7290103619075345
A_observed,9,hybrid,0.0,xgboost,494,0.7239527867011165,0.5500395954889277,0.8674443874934774,0.0005222308260251031,-0.25144805427964306,-0.6730960196083196
A_observed,9,hybrid,0.0,randomforest,494,0.7487850555085341,0.5697513369112566,0.6842186494456776,9.000090000900009e-05,-0.2540457639395689,-0.6302056295092089
A_observed,9,hybrid,0.3,maxent,494,0.7853310566497029,0.5035152560788683,0.9689804191737064,8.999361045365779e-06,-0.3906218762859663,-0.7318340971101646
A_observed,9,hybrid,0.3,xgboost,494,0.7643623639171023,0.5620245400689126,0.885001211628884,0.00015301116981539652,-0.28058792317650927,-0.7164537666572794
A_observed,9,hybrid,0.3,randomforest,494,0.7835600953279729,0.5925166359038856,0.7784385104788901,0.01445173776897304,-0.21971316060343118,-0.6806262766910275
A_observed,9,hybrid,0.7,maxent,494,0.8396650474039837,0.4896497417054402,0.9463767778950467,0.0,-0.4299497432493343,-0.7432097954920948
A_observed,9,hybrid,0.7,xgboost,494,0.8212134952364674,0.5807019448222469,0.885410134271301,6.299892901820669e-05,-0.22087620004178427,-0.6979913780009933
A_observed,9,hybrid,0.7,randomforest,494,0.8395008937159751,0.598178000682958,0.862043459790158,6.299892901820669e-05,-0.2351868349111011,-0.7289672175720855
A_observed,9,hybrid,1.0,maxent,494,0.8762660603868266,0.5330062557384889,0.8094697269606068,0.04293960298465437,-0.2091882776183869,-0.6517034006936093
A_observed,9,hybrid,1.0,xgboost,494,0.8857483826120944,0.6432273503215548,0.789169525013549,0.2015051252108473,-0.0033273419486738775,-0.6376711169719875
A_observed,9,hybrid,1.0,randomforest,494,0.894112341312544,0.6595847639800121,0.7765951560753839,0.39256845667021745,-0.017991371926772866,-0.6526814889978058
