title,date,source,identifier,description,subject,relevance,tags,depth_m
WETENSCHAP. DE UITGRAVINGEN TE ARMANT.,1929/01/10,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB04:000197175:mpeg21:a0083:ocr,,,0,,
NED.-INDIE,1925/08/26,Koninklijke Bibliotheek MM03C-101497,http://resolver.kb.nl/resolve?urn=ddd:011168631:mpeg21:a0100:ocr,,,0,,
Oost-Indië.,1925/08/24,Groninger archieven,http://resolver.kb.nl/resolve?urn=MMRHCG04:235220093:mpeg21:a00015:ocr,,,0,,
INDISCHE BOUWKUNST TE PARIJS. NEDERLANDS PAVILJOEN.,1931/04/05,KB C 98,http://resolver.kb.nl/resolve?urn=ddd:110570635:mpeg21:a0186:ocr,,,0,,
Kunst en Wetenschap,1927/12/30,Groninger archieven,http://resolver.kb.nl/resolve?urn=MMRHCG04:234990156:mpeg21:a00019:ocr,,,0,,
BOEKBESPREKING Wonderen der oudheid.,1926/06/12,Koninklijke Bibliotheek NBM Mfm MMK 0032,http://resolver.kb.nl/resolve?urn=ddd:011083557:mpeg21:a0168:ocr,,,0,,
GEMENGD,1904/02/27,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB23:001470099:mpeg21:a00059:ocr,,,0,,
Vergadering der Afdeeling 's-Bosch van 't Algemeen Nederlandsch Verbond.,1913/04/09,Stadsarchief 's-Hertogenbosch,http://resolver.kb.nl/resolve?urn=MMSADB01:000007203:mpeg21:a0020:ocr,,,0,,
RIJKE VONDSTEN IN PADANG LAWAS,1936/05/05,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB15:000126027:mpeg21:a00002:ocr,,,0,,
GEMENGD NIEUWS.,1902/11/06,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB04:000126925:mpeg21:a0031:ocr,,,0,,
"TWEEDE BLAD. De Preanger Bode. DONDERDAG 31 JANUARI 1907 No. 26. Redacteur W. F. M. van SCHAIK, te Bandoeng. BALISCHE HEILIGDOMMEN.",1907/01/31,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB08:000127011:mpeg21:a0016:ocr,,,0,,
Brieven van Bali.,1906/12/31,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=KBDDD02:000209326:mpeg21:a0108:ocr,,,0,,
Geraengd Nieuws.,1891/04/22,KB c226,http://resolver.kb.nl/resolve?urn=ddd:010139580:mpeg21:a0125:ocr,,,0,,
Personen en zaken.,1945/02/23,KB NMB C 148,http://resolver.kb.nl/resolve?urn=ddd:110529644:mpeg21:a0002:ocr,,,0,,
De eruptie van den Batoer.,1926/08/06,KB NBM Mfm MMK 0030 [Microfilm],http://resolver.kb.nl/resolve?urn=ddd:010028567:mpeg21:a0164:ocr,,,0,,
Brieven Van Bali. II.,1906/12/31,Koninklijke Bibliotheek C 21,http://resolver.kb.nl/resolve?urn=ddd:010974582:mpeg21:a0137:ocr,,,0,,
Indische bijdragen. (Nadruk verboden.) Naar den DiÃ«ng.,1914/07/25,Stadsarchief 's-Hertogenbosch,http://resolver.kb.nl/resolve?urn=MMSADB01:000006039:mpeg21:a0061:ocr,,,0,,
Boroboedoer begint in Brussel zijn reis door Europa,1977/02/03,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=KBNRC01:000025976:mpeg21:a0077:ocr,,,0,,
"Afrikaans unicum uit vervlogen eeuwen ZIMBAWA, het grote raadsel Ruïnes van enige grote bouwwerk beneden de Sahara",1961/01/28,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=ABCDDD:010814134:mpeg21:a0216:ocr,,,0,,
Indische Reisbrieven van Prof. J. Ph. Vogel.  III.  BuddhisUseh Sumatra. FEUILLETON.,1925/10/25,KB NBM Mfm MMK 0030 [Microfilm],http://resolver.kb.nl/resolve?urn=ddd:010028092:mpeg21:a0180:ocr,,,0,,
GEMENGD NIEUWS 20.000 MIJL DOOR DE LUCHT.,1934/04/18,Regionaal Historisch Centrum Eindhoven,http://resolver.kb.nl/resolve?urn=MMRHCE01:000043898:mpeg21:a0043:ocr,,,0,,
BINNENLAND. Het Nederlandsche paviljoen te Vincennes.,1931/05/11,Koninklijke Bibliotheek MM03C-101509,http://resolver.kb.nl/resolve?urn=ddd:011170374:mpeg21:a0046:ocr,,,0,,
WETENSCHAP,1927/02/07,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB15:000076031:mpeg21:a00036:ocr,,,0,,
KUNST en WETENSCHAP. H. A. van Ingen.,1910/08/19,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB08:000101153:mpeg21:a0004:ocr,,,0,,
Binnenland.,1886/01/23,Het Utrechts Archief,http://resolver.kb.nl/resolve?urn=MMUTRA04:253137023:mpeg21:a00031:ocr,,,0,,
Soerakarta.,1939/01/10,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB19:000481008:mpeg21:a00133:ocr,,,0,,
Wetenschappelijk Niuews. Benutting van eb en vloed.,1921/03/10,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB08:000105469:mpeg21:a0035:ocr,,,0,,
Nederlandsch-Indië.,1904/02/05,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB19:002086030:mpeg21:a00004:ocr,,,0,,
Het „Dgbl van Noord-Brabant” geeft de,1925/08/25,Groninger archieven,http://resolver.kb.nl/resolve?urn=MMRHCG03:163463050:mpeg21:a00018:ocr,,,0,,
Verspreide Indische Berichten.,1888/08/28,KB C 76,http://resolver.kb.nl/resolve?urn=ddd:010291768:mpeg21:a0013:ocr,,,0,,
SIAM EN INDO-CHINA,1934/12/14,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB15:000118065:mpeg21:a00008:ocr,,,0,,
Indonesië's krachtige aanpak van de heiligdommen: Geen boeren maar toeristen INDONESIE '86 door Wiecher A. Hulst,1986/06/21,Gemeentearchief Rotterdam,http://resolver.kb.nl/resolve?urn=ddd:010948829:mpeg21:a0484:ocr,,,0,,
Staatscommissie grondwetsherziening,1936/04/09,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB15:000698085:mpeg21:a00008:ocr,,,0,,
"Dorpen, boeren en akkers moeten plaats maken voor pretparken rond de heiligdommen Alles weg voor het toerisme!",1986/06/26,Gemeentearchief Rotterdam,http://resolver.kb.nl/resolve?urn=ddd:010948756:mpeg21:a0109:ocr,,,0,,
SUMATRA Siam en Indo China. RADIOLEZING VAN MR. J. BIEMOND.,1934/12/14,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=KBDDD02:000197804:mpeg21:a0042:ocr,,,0,,
Lezing dr. Stutterheim.,1937/03/23,Universitaire Bibliotheken Leiden,http://resolver.kb.nl/resolve?urn=MMKB23:003479045:mpeg21:a00122:ocr,,,0,,
FOSSIELE BEENDEREN In Grobogansche gevonden.,1939/08/15,KB C55,http://resolver.kb.nl/resolve?urn=ddd:010227302:mpeg21:a0108:ocr,,,0,,
Prachistorische vondsten bij Patjitan,1954/08/11,Koninklijk Instituut voor de Tropen (KIT) L 5000,http://resolver.kb.nl/resolve?urn=ddd:010861868:mpeg21:a0079:ocr,,,0,,
Praehistorische vondsten hij Patjitan,1954/08/19,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB19:000293012:mpeg21:a00012:ocr,,,0,,
Van verre,1951/12/28,KBDK,http://resolver.kb.nl/resolve?urn=ddd:010613150:mpeg21:a0128:ocr,,,0,,
Fossiele Beenderen,1939/08/14,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB19:000475039:mpeg21:a00029:ocr,,,0,,
INDIA SOCIETY. Een lezing van dr. Bosch te Londen.,1928/12/15,KB C 21,http://resolver.kb.nl/resolve?urn=ddd:010659687:mpeg21:a0180:ocr,,,0,,
Wetenschappelijk Allerlei.,1936/07/30,Het Utrechts Archief,http://resolver.kb.nl/resolve?urn=MMUTRA04:253344026:mpeg21:a00030:ocr,,,0,,
Dr. P.V. van Stein Callenfels De bek-inde praehistaricus op Ceylon gestorven.,1938/04/28,Koninklijke Bibliotheek C 64,http://resolver.kb.nl/resolve?urn=ddd:011110530:mpeg21:a0164:ocr,,,0,,
Verzoek om subsidie.,1938/08/01,KB C 248,http://resolver.kb.nl/resolve?urn=ddd:010286093:mpeg21:a0287:ocr,,,0,,
TELEGRAMMEN De zaak van der V. KAPITEIN VEROORDEELD,1934/07/13,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB27:017926022:mpeg21:a00154:ocr,,,0,,
Wedtenschappen. Uit de Prae-historie,1934/05/04,KB C55,http://resolver.kb.nl/resolve?urn=ddd:010230090:mpeg21:a0172:ocr,,,0,,
OP DEN MERBABOETOP,1932/07/14,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB19:000455087:mpeg21:a00039:ocr,,,0,,
VAN OVERAL,1938/07/30,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB19:000421076:mpeg21:a00047:ocr,,,0,,
"Het ere-kerkhof te Semarang Monument van dank en medeleven voor hen, die vielen",1947/08/08,Tilburg University Library,http://resolver.kb.nl/resolve?urn=MMUBTB04:210848184:mpeg21:a00043:ocr,,,0,,
WELDADEN DER VULKANEN.,1920/08/08,Stadsarchief Amsterdam,http://resolver.kb.nl/resolve?urn=MMSAA06:165597032:mpeg21:a00015:ocr,,,0,,
WELDADEN DER VULKANEN.-,1905/09/17,Stadsarchief Amsterdam,http://resolver.kb.nl/resolve?urn=MMSAA06:165582012:mpeg21:a00008:ocr,,,0,,
"Het ere-kerkhof te Semarang Een monument van dank en medeleven voor hen, die vielen voor recht en vrijheid",1947/08/18,Groninger archieven,http://resolver.kb.nl/resolve?urn=MMRHCG04:235371191:mpeg21:a00055:ocr,,,0,,
De Ramp van den Merapi.,1931/01/05,Koninklijke Bibliotheek C 64,http://resolver.kb.nl/resolve?urn=ddd:011109063:mpeg21:a0182:ocr,,,0,,
Nog iets over Krakatau.,1883/11/28,Veenkoloniaal Museum,http://resolver.kb.nl/resolve?urn=MMVEEN01:000078293:mpeg21:a0005:ocr,,,0,,
Naar den Kawi.,1930/06/25,KB C 248,http://resolver.kb.nl/resolve?urn=ddd:010279497:mpeg21:a0002:ocr,,,0,,
VOOR JONGE OGEN Hoe de naam Madioen ontstaan is,1949/11/05,"NIOD Instituut voor Oorlogs-, Holocaust- en Genocidestudies",http://resolver.kb.nl/resolve?urn=MMNIOD04:000095552:mpeg21:a0055:ocr,,,0,,
Soldaten bouwden monument voor gevallen kameraden,1947/08/08,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB19:000370033:mpeg21:a00027:ocr,,,0,,
"Goddelijke benen, koninklijke billen door Willem Ellenbroek",1992/02/21,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=ABCDDD:010867195:mpeg21:a0267:ocr,,,0,,
DE RAMP VAN KRAKATAU.,1883/10/09,KB C 236,http://resolver.kb.nl/resolve?urn=ddd:010266192:mpeg21:a0044:ocr,,,0,,
Op zoek naar de oermens dagweek Alleen de stenen spreken,1973/01/12,Groninger archieven,http://resolver.kb.nl/resolve?urn=ddd:011016546:mpeg21:a0334:ocr,,,0,,
Telegrammen.,1883/08/31,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB19:000532064:mpeg21:a00020:ocr,,,0,,
Gemengde Berichten.,1888/10/20,Tresoar,http://resolver.kb.nl/resolve?urn=MMTRES04:211278123:mpeg21:a00019:ocr,,,0,,
De Telemojo-ramp. Hoe Likasan verwoest werd. — Het verhaal van een ooggetuige. — De houding der bevolking. — Fatalisme. — Een wonderbare redding.,1930/07/12,Stadsarchief Enschede,http://resolver.kb.nl/resolve?urn=MMSAEN01:000050481:mpeg21:a0041:ocr,,,0,,
Wat Ons Voorbijgaat.,1911/07/29,Koninklijke Bibliotheek C 96,http://resolver.kb.nl/resolve?urn=ddd:011035842:mpeg21:a0107:ocr,,,0,,
GEMENGD NIEUWS. DE MOORD TE CULEMBORG.,1926/04/08,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB04:000195176:mpeg21:a0008:ocr,,,0,,
Gemengd Nieuws,1926/04/09,Groninger archieven,http://resolver.kb.nl/resolve?urn=MMRHCG04:235308007:mpeg21:a00017:ocr,,,0,,
STAD EN OMGEVING EXAMENS R.K. Universiteit,1938/11/11,Regionaal Archief Nijmegen,http://resolver.kb.nl/resolve?urn=MMRANM02:000035771:mpeg21:a0047:ocr,,,0,,
Hoe men in de Zuid-Amerikaansche Andes reist.,1906/07/02,Universitaire Bibliotheken Leiden,http://resolver.kb.nl/resolve?urn=MMKB23:001629001:mpeg21:a00005:ocr,,,0,,
BENNENLAND.,1892/07/29,Groninger archieven,http://resolver.kb.nl/resolve?urn=MMRHCG04:235098207:mpeg21:a00005:ocr,,,0,,
Amerikaansche Schetsen. De overblijfselen der Amerikaansche Koloniën van het verdwenen Atlantis.,1899/11/13,Historisch Centrum Overijssel,http://resolver.kb.nl/resolve?urn=MMHCO01:000074559:mpeg21:a0021:ocr,,,0,,
De tocht naar Krakatau.,1883/05/28,KB 1640 C 1,http://resolver.kb.nl/resolve?urn=ddd:110537104:mpeg21:a0033:ocr,,,0,,
Koloniën.,1900/02/26,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=KBDDD02:000200525:mpeg21:a0113:ocr,,,0,,
ALLERLEI.,1886/08/01,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=KBDDD02:000207382:mpeg21:a0010:ocr,,,0,,
BINNENLAND. Officieele berichten.,1920/12/29,Historisch Centrum Overijssel,http://resolver.kb.nl/resolve?urn=MMHCO01:000081969:mpeg21:a0002:ocr,,,0,,
NIEUWSBERICHTEN.,1910/08/27,Stadsarchief Vlaardingen,http://resolver.kb.nl/resolve?urn=MMSAVL02:000438016:mpeg21:a00007:ocr,,,0,,
FEUILLETON. Naar de vulkanen van italië door Dr. W. VAN BEMMELEN.,1926/07/11,KB NBM Mfm MMK 0030 [Microfilm],http://resolver.kb.nl/resolve?urn=ddd:010028522:mpeg21:a0112:ocr,,,0,,
Errata.,1883/10/10,KB 1640 C 1,http://resolver.kb.nl/resolve?urn=ddd:110536915:mpeg21:a0044:ocr,,,0,,
Advertentie,1988/05/07,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=ABCDDD:010825766:mpeg21:a0077:ocr,,,0,,
"SOERAKARTA, DEN 6 MAART 1907.",1907/03/06,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB19:000516036:mpeg21:a00003:ocr,,,0,,
NADERE BERICHTEN OVER DE RAMP.,1883/09/15,Koninklijke Bibliotheek MM03C-150167,http://resolver.kb.nl/resolve?urn=ddd:011100826:mpeg21:a0003:ocr,,,0,,
BINNENLAND,1931/01/08,Groninger archieven,http://resolver.kb.nl/resolve?urn=MMRHCG04:234997006:mpeg21:a00037:ocr,,,0,,
Een voorstel van Camille Flammarion tot onderzoeking van het inwendige der Aarde. (Overgezet en bewerkt voor het Bat. Hbl.),1884/02/02,Koninklijke Bibliotheek 1640 C 1,http://resolver.kb.nl/resolve?urn=ddd:110614555:mpeg21:a0045:ocr,,,0,,
Nederlandsch Oost-Indië.,1894/11/21,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB19:003620151:mpeg21:a00003:ocr,,,0,,
Van Hier en Daar. AARDBEVING.,1916/09/10,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB08:000130150:mpeg21:a0002:ocr,,,0,,
Op zoek naar de zwarte vruchten van de koele kanariboom,1982/06/12,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=ABCDDD:010867569:mpeg21:a0591:ocr,,,0,,
Door de Moluksche zee naar Ternafie.,1927/05/21,Stadsarchief Enschede,http://resolver.kb.nl/resolve?urn=MMSAEN01:000049300:mpeg21:a0049:ocr,,,0,,
Nederlandsch-Indië. Aangebrachte mails.,1917/11/20,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB08:000132203:mpeg21:a0004:ocr,,,0,,
Gemengd Nieuws. KORTE VERGADERINGEN. De Eerste Kamer verricht weer vlug werk.,1930/12/24,Regionaal Historisch Centrum Eindhoven,http://resolver.kb.nl/resolve?urn=MMRHCE01:000039464:mpeg21:a0032:ocr,,,0,,
BINNENLAND Officieele berichten.,1912/01/06,Historisch Centrum Overijssel,http://resolver.kb.nl/resolve?urn=MMHCO01:000078828:mpeg21:a0016:ocr,,,0,,
Als een kathedraal,1973/07/30,Koninklijke Bibliotheek C 236,http://resolver.kb.nl/resolve?urn=ddd:011236501:mpeg21:a0065:ocr,,,0,,
Gabriêl-tentoonstelling.,1901/06/08,KB C 21,http://resolver.kb.nl/resolve?urn=ddd:010647518:mpeg21:a0029:ocr,,,0,,
HEEN EN WEER NAAR INDONESIË,1949/06/16,Centre Céramique,http://resolver.kb.nl/resolve?urn=MMCC01:048020063:mpeg21:a00023:ocr,,,0,,
GOUVERNEUR GENERAAL NAAR SUMATRA,1935/02/13,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB15:000113036:mpeg21:a00003:ocr,,,0,,
NEDERLANDSCH-INDIE Een Uitbarsting van den Merapi REEDS VIJFTIEN DOODEN.,1930/12/19,Stadsarchief Amsterdam,http://resolver.kb.nl/resolve?urn=MMSAA06:165617138:mpeg21:a00008:ocr,,,0,,
Voornaamste Nieuws.,1930/05/20,KB C 248,http://resolver.kb.nl/resolve?urn=ddd:010279468:mpeg21:a0083:ocr,,,0,,
KUNST EN LETTEREN DE BOERDE-BOEDOER.,1921/11/16,KB NBM C 44 [Microfilm],http://resolver.kb.nl/resolve?urn=ddd:010007540:mpeg21:a0108:ocr,,,0,,
Toestand in het Alpengebied nog critiek,1951/01/23,Stadsarchief Kampen,http://resolver.kb.nl/resolve?urn=MMSAK01:164708019:mpeg21:a00007:ocr,,,0,,
Eene lezing óver den Boroboedoer.,1912/11/16,KB C 236,http://resolver.kb.nl/resolve?urn=ddd:010549122:mpeg21:a0077:ocr,,,0,,
ONTDEKKING OP DEN BOROBOEDOER. Door Prof. Sylvain Lévi.,1928/10/16,Universitaire Bibliotheken Leiden,http://resolver.kb.nl/resolve?urn=MMKB23:001720115:mpeg21:a00002:ocr,,,0,,
WETENSCHAPPEN. OP DEN BARABOEDOER. Een belangrijke ontdekking.,1928/10/05,KB C 248,http://resolver.kb.nl/resolve?urn=ddd:010278694:mpeg21:a0166:ocr,,,0,,
Nederlandsch- Indië,1928/10/13,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB19:002771292:mpeg21:a00001:ocr,,,0,,
Ontdekking op den Boroboedoer.,1928/10/17,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB19:002771296:mpeg21:a00002:ocr,,,0,,
WETENSCHAPPEN EEN FRANSCH ORIENTALIST OP DEN BOROVOEDOER. Een belangrijke ontdekking.,1928/09/17,KB NBM C 44 [Microfilm],http://resolver.kb.nl/resolve?urn=ddd:010011770:mpeg21:a0219:ocr,,,0,,
Indisch hoekje BANDJIRS.,1939/01/14,CODA Apeldoorn,http://resolver.kb.nl/resolve?urn=MMCODA01:000158602:mpeg21:a0084:ocr,,,0,,
ONS INDISCH HOEKJE.,1940/10/16,Stadsarchief Enschede,http://resolver.kb.nl/resolve?urn=MMSAEN01:000054791:mpeg21:a0070:ocr,,,0,,
Ons Indisch hoekje BANDJIRS,1939/11/21,Historisch Centrum Overijssel,http://resolver.kb.nl/resolve?urn=MMHCO01:000081132:mpeg21:a0081:ocr,,,0,,
ONS INDISCH HOEKJE,1940/01/27,Koninklijke Bibliotheek C 104,http://resolver.kb.nl/resolve?urn=ddd:010997669:mpeg21:a0208:ocr,,,0,,
"NAAR HET MERAPI-GEBIED. SCHOUWSPEL VAN VERSCHRIKKING. DOOD EN VERDERF VERSPREIDESDE LAHARS. Onafzienbare stoet vluchtelingen, die somber zwijgend voortschuifelt.",1931/01/07,KB C 98,http://resolver.kb.nl/resolve?urn=ddd:110570484:mpeg21:a0092:ocr,,,0,,
ONS INDISCH HOEKJE,1940/06/05,Koninklijke Bibliotheek C 225,http://resolver.kb.nl/resolve?urn=ddd:010692315:mpeg21:a0081:ocr,,,0,,
Arép Djamoeré émoh W. tangé,1897/09/01,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB19:000505100:mpeg21:a00010:ocr,,,0,,
Het eerste bericht.,1939/09/30,KB C55,http://resolver.kb.nl/resolve?urn=ddd:010227385:mpeg21:a0022:ocr,,,0,,
Kunst en wetenschap. De Boroboedoer.,1913/11/10,KB C 65,http://resolver.kb.nl/resolve?urn=ddd:010667412:mpeg21:a0035:ocr,,,0,,
Nijverheid en Technische Kunsten Koninklijk Instituut van Ingenieurs.,1926/05/08,KB NBM Mfm MMK 0030 [Microfilm],http://resolver.kb.nl/resolve?urn=ddd:010028415:mpeg21:a0185:ocr,,,0,,
KON.INSTITUUT VAN INGENIEURS,1926/05/08,KB C 21,http://resolver.kb.nl/resolve?urn=ddd:010657751:mpeg21:a0003:ocr,,,0,,
DE BOROBOEDOER EN DE LEGENDE VAN DEN VOLMAAKTEN BOEDDHA.,1931/08/01,KB C 21,http://resolver.kb.nl/resolve?urn=ddd:010661932:mpeg21:a0256:ocr,,,0,,
UIT ONZE OOST,1919/07/07,Noord-Hollands Archief,http://resolver.kb.nl/resolve?urn=MMNHA03:179004012:mpeg21:a00004:ocr,,,0,,
UIT ONZE OOST,1919/07/07,Noord-Hollands Archief,http://resolver.kb.nl/resolve?urn=MMNHA03:179004013:mpeg21:a00004:ocr,,,0,,
Bestrijding van de Zandrivieren.,1926/06/08,Koninklijke Bibliotheek C 96,http://resolver.kb.nl/resolve?urn=ddd:011036434:mpeg21:a0021:ocr,,,0,,
Laatste Berichten,1913/10/10,Stadsarchief 's-Hertogenbosch,http://resolver.kb.nl/resolve?urn=MMSADB01:000006143:mpeg21:a0011:ocr,,,0,,
WETENSCHAP en TECHNIEK DE BOROBOEDOER. Een Belangrijke Ontdekking.,1928/10/15,Koninklijke Bibliotheek C 96,http://resolver.kb.nl/resolve?urn=ddd:011072148:mpeg21:a0120:ocr,,,0,,
De Boroboedoer en wat deze voor ons ontsluiert Lezing van den heer Th. van Erp,1935/12/14,KB NBM C 44 [Microfilm],http://resolver.kb.nl/resolve?urn=ddd:010016336:mpeg21:a0126:ocr,,,0,,
NEDERLANDSCH-INDIE,1933/08/26,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB15:000728049:mpeg21:a00050:ocr,,,0,,
Telegrammen,1939/01/05,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB15:000872004:mpeg21:a00010:ocr,,,0,,
WETENSCHAP. Een Fransch oriëntalist op den Boroboedoer.,1928/10/25,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=KBDDD02:000198113:mpeg21:a0078:ocr,,,0,,
De Keuze.,1869/10/09,Gemeentearchief Venlo,http://resolver.kb.nl/resolve?urn=MMGAVL01:000004176:mpeg21:a0001:ocr,,,0,,
Expositie samengesteld voor tournee langs musea in Verenigde Staten Indonesische kunst te zien in Nieuwe Kerk,1992/02/07,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=ABCDDD:010867183:mpeg21:a0096:ocr,,,0,,
Nederlandsch-Indië. Balische brieven.,1917/05/11,Universitaire Bibliotheken Leiden,http://resolver.kb.nl/resolve?urn=MMKB23:001662020:mpeg21:a00032:ocr,,,0,,
BORNEO EXPLORATIE VAN AMOENTAI EEN TERREIN VAN 600.000 HECTAREN.,1936/07/19,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB27:017941031:mpeg21:a00098:ocr,,,0,,
Aanleg van den Atjekstoomtramweg.,1906/02/15,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB23:001489115:mpeg21:a00016:ocr,,,0,,
UIT DE VORSTENHUI,1934/03/24,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB19:000452164:mpeg21:a00020:ocr,,,0,,
Het Amoentai-contract,1936/07/06,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB19:000464055:mpeg21:a00064:ocr,,,0,,
"Onze Oost. Verkeerswezen,",1920/10/23,KB C 21,http://resolver.kb.nl/resolve?urn=ddd:010654789:mpeg21:a0042:ocr,,,0,,
OP ZOEK NAAR OLIE De exploratie van Amoentai,1936/07/17,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB04:000148960:mpeg21:a0185:ocr,,,0,,
Ned. Oost-Indië.,1889/12/14,KB c226,http://resolver.kb.nl/resolve?urn=ddd:010138302:mpeg21:a0056:ocr,,,0,,
Advertentie,1906/12/10,Centre Céramique,http://resolver.kb.nl/resolve?urn=MMKB23:001153116:mpeg21:a00050:ocr,,,0,,
Telegrammen,1939/03/10,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB15:000872059:mpeg21:a00019:ocr,,,0,,
Het Koetei-bekken  De exploratie van Amountal.,1936/07/14,KB NBM C 44 [Microfilm],http://resolver.kb.nl/resolve?urn=ddd:010016689:mpeg21:a0272:ocr,,,0,,
AMOENTAI EN B.P.M.,1936/07/10,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB15:000134009:mpeg21:a00055:ocr,,,0,,
"Binnenlandse ontwikkelingshulp in Indonesië WATER STROOMT IN HANDOKO DOOR STAAL, ZWEET EN BAMBOE",1977/07/23,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=KBNRC01:000026041:mpeg21:a0163:ocr,,,0,,
"DE OUDSTE NEDERLANDER De „Hengelo-man”, die ongeveer 12.000 jaar geleden in ons land leefde. — Waarschijnlijk lid van een ras, dat van Moravië tot Denemarken was verspreid. WAAR HET TWENTE—RIJNKANAAL GOED VOOR WAS",1936/04/19,KB C 21,http://resolver.kb.nl/resolve?urn=ddd:010664712:mpeg21:a0136:ocr,,,0,,
Cacao.,1901/09/09,Koninklijke Bibliotheek C 64,http://resolver.kb.nl/resolve?urn=ddd:011138010:mpeg21:a0001:ocr,,,0,,
SUMATRA EN OMGEVING. Atjeh.,1913/07/19,KB NBM Mfm MMK 0030 [Microfilm],http://resolver.kb.nl/resolve?urn=ddd:010032921:mpeg21:a0031:ocr,,,0,,
BRIEVEN UIT INDIE.,1912/03/01,KB C 236,http://resolver.kb.nl/resolve?urn=ddd:010548935:mpeg21:a0097:ocr,,,0,,
"Treffende woorden van afscheid Aan Terkuhle’s groeve Een nobel mensch, een voortreffelijk zoon, een trouw vriend",1937/11/27,Koninklijke Bibliotheek C 64,http://resolver.kb.nl/resolve?urn=ddd:011110303:mpeg21:a0078:ocr,,,0,,
STADSNIEUWS.,1931/01/31,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB15:000105026:mpeg21:a00092:ocr,,,0,,
DE MAIL UIT OOST-INDIE.,1880/07/24,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB23:001405021:mpeg21:a00005:ocr,,,0,,
Twee adressen.,1876/08/09,KB C 76,http://resolver.kb.nl/resolve?urn=ddd:010288697:mpeg21:a0001:ocr,,,0,,
Plannen-makers.,1909/03/23,KB C 55,http://resolver.kb.nl/resolve?urn=ddd:010135929:mpeg21:a0002:ocr,,,0,,
Binnenland.,1893/02/24,Het Utrechts Archief,http://resolver.kb.nl/resolve?urn=MMUTRA04:253355066:mpeg21:a00019:ocr,,,0,,
